,NAME,NATIONALITY,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
75,Romelu Lukaku,Belgium,94,92,94,89,90,43,95
76,Giorgio Chiellini,Italy,94,80,60,80,75,95,91
77,Kevin De Bruyne,Belgium,94,80,91,94,93,52,81
78,Sergio Agüero,Argentina,94,92,95,86,95,31,83
79,Eden Hazard,Belgium,94,93,90,91,96,35,75
80,Marcelo,Brazil,94,90,79,94,95,92,91
81,Luis Suárez,Uruguay,94,84,94,83,90,45,84
82,Neymar,Brazil,94,94,88,83,97,32,66
83,Lionel Messi,Argentina,94,91,92,89,97,27,62
84,Lionel Messi,Argentina,94,90,92,88,97,27,63
85,Paolo Maldini,Italy,94,86,56,75,69,96,83
86,Ronaldinho,Brazil,94,92,90,91,95,37,81
87,Ronaldo,Brazil,94,93,93,80,93,46,80
88,Cristiano Ronaldo,Portugal,94,90,93,82,90,33,80
89,Matthijs de Ligt,Netherlands,93,85,71,85,85,93,94
90,Marlos,Ukraine,93,94,92,95,96,61,82
91,Anderson Talisca,Brazil,93,88,95,95,93,77,88
92,Ruud Vormer,Netherlands,93,76,92,94,86,89,91
93,Falcao,Colombia,93,82,95,82,90,47,86
94,Kylian Mbappé,France,93,97,92,90,96,60,86
95,Memphis Depay,Netherlands,93,98,95,90,96,44,89
96,Luiz Gustavo,Brazil,93,78,81,85,86,93,92
97,Douglas Costa,Brazil,93,99,90,94,96,44,78
98,Radja Nainggolan,Belgium,93,87,90,90,91,88,90
99,Miralem Pjanić,Bosnia Herzegovina,93,82,92,97,95,88,84
100,Thierry Henry,France,93,94,91,83,90,53,80
101,Lothar Matthäus,Germany,93,89,89,90,82,90,85
102,Neymar,Brazil,93,93,84,84,95,30,62
103,Mark Uth,Germany,93,87,95,91,90,46,80
104,Naby Keïta,Guinea,93,81,89,91,96,74,80
105,Leon Bailey,Jamaica,93,99,93,92,96,44,83
106,Leon Goretzka,Germany,93,91,90,93,89,88,87
107,Naldo,Brazil,93,80,85,83,80,95,90
108,Mohamed Salah,Egypt,93,99,96,89,97,58,82
109,Kylian Mbappé,France,93,97,92,90,96,60,86
110,Iago Aspas,Spain,93,90,96,92,95,41,80
111,Jordi Alba,Spain,93,97,82,90,91,92,83
112,Raheem Sterling,England,93,98,94,88,96,55,80
113,Roberto Firmino,Brazil,93,90,92,93,95,58,89
114,Leroy Sané,Germany,93,98,91,93,97,46,87
115,Nicolás Otamendi,Argentina,93,71,76,77,68,95,91
116,Fernandinho,Brazil,93,83,84,91,86,93,91
117,Marek Hamšík,Slovakia,93,80,89,93,92,78,80
118,Piqué,Spain,93,72,74,85,80,94,86
119,Leroy Sané,Germany,93,98,91,93,97,46,87
120,Mohamed Salah,Egypt,93,99,93,91,96,60,84
121,Paulo Dybala,Argentina,93,90,93,91,95,32,76
122,Robert Lewandowski,Poland,93,83,92,79,89,41,85
123,Gonzalo Higuaín,Argentina,93,84,92,75,88,28,80
124,Gonzalo Higuaín,Argentina,93,84,92,75,88,28,80
125,Sergio Agüero,Argentina,93,91,94,84,93,29,81
126,Dani Alves,Brazil,93,93,82,93,91,88,80
127,Harry Kane,England,93,80,96,84,89,48,90
128,Luis Suárez,Uruguay,93,83,92,81,89,43,83
129,Eden Hazard,Belgium,93,92,88,89,95,34,72
130,Kevin De Bruyne,Belgium,93,78,89,93,91,51,79
131,Neymar,Brazil,93,93,86,81,96,31,63
132,Mohamed Salah,Egypt,93,99,96,89,97,58,82
133,Lothar Matthäus,Germany,93,89,89,90,82,90,85
134,Marco van Basten,Netherlands,93,83,94,76,89,39,75
135,Ruud Gullit,Netherlands,93,86,91,91,89,82,90
136,Thierry Henry,France,93,94,91,83,90,53,80
137,Lionel Messi,Argentina,93,89,90,86,95,26,61
138,Bruno Fernandes,Portugal,92,89,92,93,93,73,82
139,Burak Yılmaz,Turkey,92,88,94,83,85,39,89
140,Bafétimbi Gomis,France,92,78,94,80,86,50,88
141,Karl Toko-Ekambi,Cameroon,92,88,92,82,91,33,83
142,Marquinhos,Brazil,92,82,50,80,81,93,87
143,Stefan de Vrij,Netherlands,92,77,68,77,82,94,88
144,Milan Škriniar,Slovakia,92,75,60,80,78,92,88
145,Allan,Brazil,92,88,80,88,91,92,91
146,Bobby Moore,England,92,68,64,83,78,93,85
147,Gary Lineker,England,92,88,91,73,86,36,76
148,Carles Puyol,Spain,92,70,45,68,58,94,90
149,Robert Lewandowski,Poland,92,79,90,77,87,39,82
150,Gareth Bale,Wales,92,97,93,89,91,60,83
151,Filipe Luís,Brazil,92,86,76,88,85,93,88
152,Sergi Roberto,Spain,92,85,77,93,88,93,85
153,Rodrigo,Spain,92,97,93,84,90,45,81
154,Saúl,Spain,92,81,83,90,90,92,85
155,Heung Min Son,Korea Republic,92,95,94,87,95,40,85
156,Dele Alli,England,92,85,90,90,93,72,86
157,Nemanja Matić,Serbia,92,73,80,87,81,92,95
158,Azpilicueta,Spain,92,87,70,90,85,93,90
159,Kyle Walker,England,92,96,74,90,86,91,91
160,Jan Vertonghen,Belgium,92,75,72,80,78,94,89
161,Alexis Sánchez,Chile,92,90,91,86,92,44,83
162,Javi Martinez,Spain,92,66,72,85,78,94,90
163,Sergio Busquets,Spain,92,57,78,90,81,92,90
164,Christian Eriksen,Denmark,92,80,89,94,91,53,70
165,Antoine Griezmann,France,92,90,91,86,92,36,77
166,Toni Kroos,Germany,92,52,86,92,85,75,72
167,Kaká,Brazil,92,85,91,89,95,32,73
168,Eden Hazard,Belgium,92,93,87,89,95,36,70
169,Paulo Dybala,Argentina,92,89,92,89,94,30,73
170,Mohamed Salah,Egypt,92,98,92,89,95,58,82
171,Gonzalo Higuaín,Argentina,92,82,91,72,87,27,78
172,Alexis Sánchez,Chile,92,90,91,86,92,44,83
173,Sergio Agüero,Argentina,92,90,93,82,92,27,79
174,David Silva,Spain,92,73,80,93,93,43,68
175,Edinson Cavani,Uruguay,92,83,91,81,87,48,86
176,Eden Hazard,Belgium,92,91,86,87,94,33,70
177,Robert Lewandowski,Poland,92,82,90,77,88,39,84
178,Kevin De Bruyne,Belgium,92,77,87,92,89,50,78
179,Paolo Maldini,Italy,92,82,56,74,68,95,81
180,Dennis Bergkamp,Netherlands,92,84,91,86,90,37,78
181,Alessandro Nesta,Italy,92,72,42,65,67,94,86
182,Javier Zanetti,Argentina,92,86,63,88,85,90,81
183,Alessandro Del Piero,Italy,92,83,92,89,92,43,67
184,Carles Puyol,Spain,92,70,45,68,58,94,90
185,Luis Suárez,Uruguay,92,82,90,79,86,42,81
186,Neymar,Brazil,92,92,84,79,94,30,60
187,Mathieu Debuchy,France,91,85,84,89,89,92,90
188,Presnel Kimpembe,France,91,78,50,70,77,93,85
189,Luis Alberto,Spain,91,87,93,95,95,40,72
190,Josip Iličić,Slovenia,91,82,94,91,91,49,80
191,Ronaldinho,Brazil,91,91,86,88,92,36,79
192,Laurent Blanc,France,91,79,69,70,78,92,86
193,Luis Suárez,Uruguay,91,82,88,79,87,42,83
194,Djaniny,Cape Verde Islands,91,95,93,88,92,50,89
195,Yacine Brahimi,Algeria,91,92,90,91,96,48,73
196,Avilés Hurtado,Colombia,91,96,92,86,93,53,82
197,Fedor Smolov,Russia,91,93,93,81,90,40,82
198,Bas Dost,Netherlands,91,74,95,70,75,54,93
199,Thorgan Hazard,Belgium,91,90,91,92,93,48,78
200,Salif Sané,Senegal,91,76,60,82,83,92,91
201,Wendell,Brazil,91,96,70,87,90,90,85
202,Gonçalo Guedes,Portugal,91,93,91,93,91,55,83
203,Pierre-Emerick Aubame...,Gabon,91,99,90,82,87,40,75
204,Riyad Mahrez,Algeria,91,90,90,92,96,34,70
205,Alejandro Gómez,Argentina,91,96,89,91,95,38,64
206,Thomas Lemar,France,91,91,88,92,95,68,79
207,Fabinho,Brazil,91,80,80,88,86,91,90
208,Niklas Süle,Germany,91,72,60,77,68,92,87
209,Paul Pogba,France,91,80,85,92,92,72,91
210,Alexis Sánchez,Chile,91,88,88,83,91,42,82
211,Luka Modrić,Croatia,91,75,81,89,91,75,68
212,Gareth Bale,Wales,91,96,91,87,89,59,81
213,Christian Eriksen,Denmark,91,79,87,93,89,51,68
214,Mohamed Salah,Egypt,91,98,92,87,95,55,80
215,Antoine Griezmann,France,91,89,89,84,91,35,74
216,Kevin De Bruyne,Belgium,91,76,85,90,87,48,76
217,Eden Hazard,Belgium,91,90,83,85,93,32,68
218,Thiago,Spain,91,75,81,93,93,65,69
219,Mats Hummels,Germany,91,68,60,80,75,93,82
220,Pierre-Emerick Aubame...,Gabon,91,99,90,82,87,40,75
221,Toni Kroos,Germany,91,51,84,90,83,74,71
222,Alexis Sánchez,Chile,91,89,89,84,91,42,81
223,Paulo Dybala,Argentina,91,88,90,87,93,29,71
224,Sergio Agüero,Argentina,91,89,91,79,91,26,77
225,Harry Kane,England,91,76,93,80,86,46,88
226,Andrea Pirlo,Italy,91,78,80,99,89,73,70
227,David Silva,Spain,91,72,77,92,91,42,66
228,Gonzalo Higuaín,Argentina,91,81,89,71,85,26,76
229,Marco van Basten,Netherlands,91,79,92,75,87,40,70
230,Laurent Blanc,France,91,79,69,70,78,92,86
231,Patrick Kluivert,Netherlands,91,86,88,80,83,41,82
232,Michael Laudrup,Denmark,91,85,79,90,92,38,64
233,Lothar Matthäus,Germany,91,87,84,86,77,88,82
234,Gheorghe Hagi,Romania,91,83,89,90,90,43,65
235,Andriy Shevchenko,Ukraine,91,88,92,72,87,34,75
236,Marcel Desailly,France,91,83,52,66,67,90,90
237,Alan Shearer,England,91,81,93,77,78,52,85
238,Robert Pirès,France,91,88,82,88,89,40,64
239,Patrick Vieira,France,91,83,80,82,85,90,91
240,Michael Owen,England,91,90,89,70,88,34,67
241,Roberto Carlos,Brazil,91,92,83,84,81,86,86
242,Ronaldinho,Brazil,91,91,86,88,92,36,79
243,Pelé,Brazil,91,94,89,88,93,53,73
244,Diego Maradona,Argentina,91,93,87,87,94,38,76
245,Robert Lewandowski,Poland,91,81,88,75,86,38,82
246,N'Golo Kanté,France,90,84,68,81,85,86,88
247,Marcelo,Brazil,90,79,65,76,76,91,92
248,Jérôme Roussillon,France,90,93,80,87,89,88,88
249,Mariano,Dominican Republic,90,89,92,78,86,51,88
250,Houssem Aouar,France,90,92,89,92,94,73,83
251,Adil Rami,France,90,68,64,60,70,91,92
252,Fabio Quagliarella,Italy,90,85,92,86,89,38,82
253,Lucas Torreira,Uruguay,90,86,76,89,90,82,81
254,Aleksandar Kolarov,Serbia,90,82,86,90,86,91,88
255,Federico Chiesa,Italy,90,93,88,85,93,43,75
256,Jay-Jay Okocha,Nigeria,90,87,83,84,94,40,60
257,Rui Costa,Portugal,90,86,81,88,88,44,79
258,Deco,Portugal,90,83,79,91,90,51,70
259,Luis Hernández,Mexico,90,92,88,74,89,48,70
260,Facundo Ferreyra,Argentina,90,80,93,72,86,35,80
261,Alireza Jahanbakhsh,Iran,90,95,92,91,87,50,82
262,Edin Višća,Bosnia Herzegovina,90,96,89,93,91,48,72
263,Maicon,Brazil,90,70,73,80,70,92,91
264,Moussa Marega,Mali,90,94,91,70,80,43,93
265,Sergio Ramos,Spain,90,76,63,71,71,89,83
266,Daniel Caligiuri,Italy,90,88,89,92,91,80,85
267,Serge Gnabry,Germany,90,97,93,90,93,52,83
268,Philipp Max,Germany,90,89,65,95,88,88,83
269,Mats Hummels,Germany,90,66,58,76,73,91,76
270,Toni Kroos,Germany,90,61,81,89,82,73,70
271,Kevin De Bruyne,Belgium,90,77,85,91,87,52,76
272,Eden Hazard,Belgium,90,90,83,85,93,32,68
273,Lucas Hernández,France,90,83,60,78,73,91,88
274,Sadio Mané,Senegal,90,97,90,88,92,46,83
275,Ashley Young,England,90,90,85,91,92,88,83
276,Iniesta,Spain,90,75,79,93,93,61,62
277,Sebastian Giovinco,Italy,90,90,92,88,93,33,67
278,Adrien Rabiot,France,90,76,82,90,86,85,89
279,Thomas Müller,Germany,90,82,91,84,84,50,78
280,Pierre-Emerick Aubame...,Gabon,90,98,88,80,85,39,73
281,Zlatan Ibrahimović,Sweden,90,70,90,86,86,34,85
282,Wayne Rooney,England,90,83,90,88,84,62,86
283,Marco Reus,Germany,90,92,90,88,91,44,70
284,Gareth Bale,Wales,90,95,88,85,87,80,79
285,Antoine Griezmann,France,90,88,88,82,89,33,72
286,Edinson Cavani,Uruguay,90,80,88,77,84,45,84
287,Mohamed Salah,Egypt,90,97,90,86,94,54,79
288,Dries Mertens,Belgium,90,93,90,87,93,39,63
289,Gareth Bale,Wales,90,95,89,85,88,58,79
290,Paul Pogba,France,90,79,82,91,90,70,90
291,Harry Kane,England,90,75,92,79,85,44,86
292,Christian Eriksen,Denmark,90,77,85,92,88,49,67
293,Mats Hummels,Germany,90,67,59,78,74,91,79
294,Alexis Sánchez,Chile,90,87,87,83,90,41,79
295,David Silva,Spain,90,70,75,91,90,41,64
296,Henrik Larsson,Sweden,90,90,89,76,85,48,73
297,Alessandro Nesta,Italy,90,71,41,62,66,91,85
298,Marc Overmars,Netherlands,90,95,82,81,89,47,67
299,Frank Rijkaard,Netherlands,90,77,76,83,80,90,87
300,Luis Hernández,Mexico,90,92,88,74,89,48,70
301,Hernán Crespo,Argentina,90,89,90,72,89,38,73
302,Jari Litmanen,Finland,90,82,89,84,84,36,64
303,Dennis Bergkamp,Netherlands,90,85,89,83,88,35,73
304,Emmanuel Petit,France,90,77,79,82,78,87,89
305,Filippo Inzaghi,Italy,90,79,91,69,83,36,65
306,Rui Costa,Portugal,90,86,81,88,88,44,79
307,Sergio Agüero,Argentina,90,88,90,77,90,24,74
308,Paulo Dybala,Argentina,90,87,88,86,92,27,69
309,Alessandro Del Piero,Italy,90,85,90,85,92,42,69
310,Carles Puyol,Spain,90,72,45,66,58,92,91
311,Deco,Portugal,90,83,79,91,90,51,70
312,Jay-Jay Okocha,Nigeria,90,87,83,84,94,40,60
313,Ruud Gullit,Netherlands,90,88,88,88,86,80,87
314,Rio Ferdinand,England,90,83,49,67,65,91,86
315,Ronaldo,Brazil,90,94,90,77,91,42,72
316,Thierry Henry,France,90,90,88,85,87,51,77
317,Toni Kroos,Germany,90,50,81,88,81,73,70
318,Gonzalo Higuaín,Argentina,90,79,87,70,83,25,74
319,Sergio Ramos,Spain,90,76,63,71,72,88,83
320,Eden Hazard,Belgium,90,90,82,84,92,32,66
321,Rony Lopes,Portugal,89,90,91,88,92,42,70
322,Andrea Masiello,Italy,89,73,50,67,70,92,84
323,Luka Modrić,Croatia,89,73,75,86,89,72,65
324,Christian Eriksen,Denmark,89,75,82,88,86,47,63
325,Edinson Cavani,Uruguay,89,77,86,72,82,42,82
326,Kevin Volland,Germany,89,87,92,88,89,50,91
327,Michael Gregoritsch,Austria,89,80,91,88,90,50,80
328,Antoine Griezmann,France,89,86,85,82,87,48,72
329,Luuk de Jong,Netherlands,89,73,92,86,84,52,88
330,Hirving Lozano,Mexico,89,98,92,88,93,51,80
331,Raúl Ruidíaz,Peru,89,89,91,80,88,38,76
332,Teddy Chevalier,France,89,89,91,85,89,47,84
333,Jefferson Farfán,Peru,89,90,92,90,90,47,86
334,Edin Džeko,Bosnia Herzegovina,89,69,92,79,84,39,81
335,José Callejón,Spain,89,95,87,80,89,39,70
336,Lars Bender,Germany,89,74,78,86,82,89,85
337,Malcom,Brazil,89,90,87,87,93,32,74
338,Jamie Vardy,England,89,97,91,78,86,57,84
339,Zlatan Ibrahimović,Sweden,89,66,89,83,85,33,84
340,Iniesta,Spain,89,73,75,91,92,60,61
341,N'Golo Kanté,France,89,83,67,80,83,83,85
342,Mauro Icardi,Argentina,89,83,91,70,85,32,78
343,Marco Verratti,Italy,89,67,63,90,91,81,71
344,Mauro Icardi,Argentina,89,83,91,70,85,32,78
345,Thiago,Spain,89,73,77,88,91,63,65
346,Thomas Müller,Germany,89,81,88,83,83,49,76
347,Mats Hummels,Germany,89,65,58,76,73,90,77
348,Thiago Silva,Brazil,89,73,58,75,75,89,81
349,Paulo Dybala,Argentina,89,86,86,84,91,25,67
350,David Silva,Spain,89,68,74,88,89,39,62
351,Arjen Robben,Netherlands,89,87,88,83,91,33,65
352,Alexis Sánchez,Chile,89,86,84,80,89,40,78
353,Jérôme Boateng,Germany,89,76,51,75,69,90,86
354,Marek Hamšík,Slovakia,89,76,84,87,87,72,73
355,Zlatan Ibrahimović,Sweden,89,66,89,85,84,33,83
356,Mohamed Salah,Egypt,89,96,89,84,93,53,78
357,Mesut Özil,Germany,89,72,76,89,88,25,60
358,Antoine Griezmann,France,89,87,87,80,88,32,70
359,Paul Pogba,France,89,77,81,89,88,69,89
360,Edinson Cavani,Uruguay,89,79,87,75,83,43,83
361,Dries Mertens,Belgium,89,92,87,85,92,38,61
362,Mesut Özil,Germany,89,74,76,87,86,24,63
363,Thiago,Spain,89,73,77,88,91,63,65
364,Harry Kane,England,89,76,92,78,83,47,86
365,Christian Eriksen,Denmark,89,76,82,91,87,48,65
366,Harry Kane,England,89,74,91,76,83,43,85
367,Pierre-Emerick Aubame...,Gabon,89,97,86,77,83,38,72
368,Alan Shearer,England,89,84,90,75,78,48,84
369,Michael Laudrup,Denmark,89,82,77,89,90,36,62
370,Gheorghe Hagi,Romania,89,85,87,89,89,40,65
371,Marco van Basten,Netherlands,89,83,91,72,86,35,76
372,Laurent Blanc,France,89,79,68,70,79,90,85
373,Ronaldinho,Brazil,89,80,85,88,90,38,77
374,Kevin De Bruyne,Belgium,89,75,84,88,85,45,75
375,Sergio Agüero,Argentina,89,87,88,75,89,23,72
376,Gareth Bale,Wales,89,94,87,84,86,57,76
377,Luka Modrić,Croatia,89,73,75,86,89,72,65
378,Giorgio Chiellini,Italy,89,74,46,56,60,90,85
379,Alexis Sánchez,Chile,89,86,84,80,89,40,78
380,Pepe,Portugal,88,72,51,59,63,87,85
381,Diego Godín,Uruguay,88,67,48,65,64,88,79
382,Mohamed Salah,Egypt,88,93,82,79,89,45,77
383,Coutinho,Brazil,88,81,79,85,92,33,65
384,Thiago,Spain,88,72,75,85,90,62,63
385,N'Golo Kanté,France,88,81,66,75,80,82,84
386,Mesut Özil,Germany,88,71,74,87,86,24,58
387,Gonzalo Higuaín,Argentina,88,79,86,70,83,25,74
388,Medhi Benatia,Morocco,88,78,50,63,71,90,87
389,Diego Valeri,Argentina,88,77,92,91,88,47,75
390,Kevin Mbabu,Switzerland,88,96,58,80,82,89,93
391,Munas Dabbur,Israel,88,88,88,84,85,42,82
392,Mauro Boselli,Argentina,88,75,89,80,84,41,88
393,Alexandr Kokorin,Russia,88,93,89,86,91,50,83
394,Wilfried Zaha,Ivory Coast,88,96,88,85,93,42,82
395,Rúben Neves,Portugal,88,73,84,89,82,81,80
396,Souleymane Bamba,Ivory Coast,88,70,45,57,67,86,88
397,Gayà,Spain,88,92,70,87,88,87,81
398,Sergej Milinković-Savić,Serbia,88,78,88,88,88,86,89
399,Naldo,Brazil,88,74,79,73,70,91,83
400,Coutinho,Brazil,88,84,82,89,91,37,67
401,Isco,Spain,88,73,88,87,91,56,66
402,Edin Džeko,Bosnia Herzegovina,88,68,90,77,82,37,79
403,Ivan Perišić,Croatia,88,88,87,87,87,46,81
404,Carlos Tévez,Argentina,88,84,88,79,84,47,82
405,Lorenzo Insigne,Italy,88,91,82,85,92,26,52
406,James Rodríguez,Colombia,88,78,88,90,86,42,72
407,Zlatan Ibrahimović,Sweden,88,65,88,81,82,32,82
408,Timo Werner,Germany,88,95,89,76,91,33,73
409,Robin van Persie,Netherlands,88,78,89,81,84,49,73
410,Bastian Schweinsteiger,Germany,88,65,82,86,83,82,80
411,Azpilicueta,Spain,88,85,62,83,80,88,81
412,Jordi Alba,Spain,88,94,80,82,85,83,75
413,Javi Martinez,Spain,88,65,70,82,76,88,88
414,Sergej Milinković-Savić,Serbia,88,78,88,88,88,86,89
415,Isco,Spain,88,73,88,87,91,56,66
416,Romelu Lukaku,Belgium,88,85,89,74,78,37,86
417,Edinson Cavani,Uruguay,88,77,85,73,81,42,82
418,Ciro Immobile,Italy,88,86,91,74,86,46,83
419,Thomas Müller,Germany,88,79,87,81,81,48,74
420,Christian Eriksen,Denmark,88,75,80,89,85,47,63
421,Harry Kane,England,88,73,89,75,81,42,84
422,Paul Pogba,France,88,76,79,86,85,68,88
423,N'Golo Kanté,France,88,82,66,76,81,82,84
424,Jordi Alba,Spain,88,94,72,78,84,85,77
425,Pierre-Emerick Aubame...,Gabon,88,96,84,75,81,37,71
426,Coutinho,Brazil,88,84,82,89,91,37,67
427,Ivan Rakitić,Croatia,88,66,86,89,84,61,67
428,Miralem Pjanić,Bosnia Herzegovina,88,76,75,92,88,74,72
429,Jordi Alba,Spain,88,94,72,79,85,83,76
430,Joshua Kimmich,Germany,88,79,77,93,91,88,83
431,Casemiro,Brazil,88,65,73,79,75,89,89
432,Marco Verratti,Italy,88,66,61,87,90,80,70
433,Mauro Icardi,Argentina,88,82,89,68,83,31,77
434,Lorenzo Insigne,Italy,88,91,80,86,92,26,53
435,Arturo Vidal,Chile,88,76,84,82,81,84,85
436,Iniesta,Spain,88,72,73,89,91,59,60
437,Marcel Desailly,France,88,83,54,69,67,88,88
438,Javier Zanetti,Argentina,88,83,61,85,82,87,80
439,Frank Rijkaard,Netherlands,88,78,73,79,78,88,85
440,Andriy Shevchenko,Ukraine,88,84,89,72,85,35,75
441,Jari Litmanen,Finland,88,83,89,81,83,33,64
442,Alessandro Nesta,Italy,88,70,40,63,65,90,85
443,Lothar Matthäus,Germany,88,82,82,87,77,90,80
444,Rui Costa,Portugal,88,82,80,87,86,47,76
445,Patrick Kluivert,Netherlands,88,86,84,79,82,39,81
446,Emmanuel Petit,France,88,75,77,81,77,86,88
447,Marc Overmars,Netherlands,88,95,81,80,88,44,64
448,Paolo Maldini,Italy,88,87,54,73,64,90,78
449,Dries Mertens,Belgium,88,91,85,83,91,37,58
450,Leonardo Bonucci,Italy,88,68,54,70,71,87,81
451,Romelu Lukaku,Belgium,88,85,89,74,78,37,86
452,James Rodríguez,Colombia,88,78,88,90,86,42,72
453,Robert Pirès,France,88,88,80,86,86,40,62
454,Patrick Vieira,France,88,85,75,80,84,86,89
455,Michael Owen,England,88,91,86,66,87,31,62
456,Roberto Carlos,Brazil,88,90,81,86,79,83,85
457,Rio Ferdinand,England,88,80,48,65,64,89,82
458,Thiago,Spain,88,72,75,85,90,62,63
459,Jérôme Boateng,Germany,88,75,50,72,68,88,84
460,Antoine Griezmann,France,88,86,85,78,87,30,68
461,Mesut Özil,Germany,88,71,74,87,86,24,58
462,Mats Hummels,Germany,88,64,58,75,72,89,76
463,Leonardo Bonucci,Italy,88,68,54,70,71,87,81
464,Arjen Robben,Netherlands,88,86,86,81,90,32,63
465,Thiago Silva,Brazil,88,72,56,73,74,88,79
466,Zlatan Ibrahimović,Sweden,88,65,88,81,82,32,82
467,Pierre-Emerick Aubame...,Gabon,88,96,84,75,81,37,71
468,Diego Godín,Uruguay,88,65,48,65,64,88,78
469,Paulo Dybala,Argentina,88,86,85,81,91,24,67
470,Miroslav Klose,Germany,87,77,85,73,78,41,70
471,Franco Vázquez,Italy,87,73,87,90,90,49,80
472,James Rodríguez,Colombia,87,76,85,85,84,40,68
473,Miranda,Brazil,87,71,49,61,68,88,81
474,Marcelo,Brazil,87,79,71,80,87,82,82
