,NAME,NATIONALITY,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
248,Gonzalo Rodríguez,Argentina,87,74,60,70,73,89,85
249,Mohamed Salah,Egypt,87,95,85,82,92,51,74
250,Maxwell,Brazil,87,80,85,90,88,87,85
251,Piqué,Spain,87,66,56,74,61,90,83
252,Artem Dzyuba,Russia,87,81,90,78,75,36,91
253,Oleg Shatov,Russia,87,92,85,86,89,60,75
254,Lucas Pérez,Spain,87,84,89,86,88,37,80
255,Miralem Pjanić,Bosnia Herzegovina,87,75,84,91,89,74,74
256,Jardel,Brazil,87,70,67,71,70,90,89
257,Miguel Layún,Mexico,87,91,85,90,86,86,86
258,Raffael,Brazil,87,80,86,89,90,47,75
259,Edinson Cavani,Uruguay,87,78,87,77,85,45,85
260,Alexandre Lacazette,France,87,91,89,82,89,38,80
261,Arkadiusz Milik,Poland,87,81,91,80,82,45,83
262,Hakim Ziyech,Netherlands,87,80,89,90,87,55,75
263,Luuk de Jong,Netherlands,87,70,90,82,83,50,80
264,Simon Kjær,Denmark,87,72,50,72,60,89,86
265,Arturo Vidal,Chile,87,78,82,82,83,85,86
266,David Alaba,Austria,87,88,80,84,86,88,78
267,Hulk,Brazil,87,88,90,88,88,46,89
268,Gareth Bale,Wales,87,94,83,83,84,63,80
269,James Rodríguez,Colombia,87,78,86,84,85,40,72
270,Pierre-Emerick Aubame...,Gabon,87,99,89,82,86,40,77
271,Antoine Griezmann,France,87,89,90,85,90,32,74
272,Carlos Tévez,Argentina,87,88,89,81,89,47,86
273,Jonas,Brazil,87,81,91,85,91,40,77
274,Ángel Di María,Argentina,87,89,84,87,89,51,73
275,Gonzalo Higuaín,Argentina,87,82,89,70,83,27,75
276,Diego Godín,Uruguay,87,71,56,66,64,90,84
277,Paul Pogba,France,87,78,82,84,88,76,89
278,Wayne Rooney,England,87,76,88,84,83,50,89
279,Diego Costa,Spain,87,83,86,65,80,42,90
280,Mats Hummels,Germany,87,65,60,76,72,90,80
281,Karim Benzema,France,87,84,86,77,83,23,76
282,Thomas Müller,Germany,87,78,86,83,81,47,75
283,Marco Reus,Germany,87,91,86,87,88,40,66
284,Kevin De Bruyne,Belgium,87,78,86,88,87,41,77
285,Alexis Sánchez,Chile,87,88,86,80,89,40,75
286,James Rodríguez,Colombia,87,78,86,84,85,40,72
287,Robert Lewandowski,Poland,87,80,85,74,84,38,80
288,Jérôme Boateng,Germany,87,79,50,69,68,87,84
289,Toni Kroos,Germany,87,56,81,88,82,66,69
290,Luka Modrić,Croatia,87,76,74,84,89,71,68
291,Mesut Özil,Germany,87,72,74,85,86,24,57
292,Gareth Bale,Wales,87,94,83,83,84,63,80
293,Cesc Fàbregas,Spain,87,68,78,90,81,64,65
294,Franck Ribéry,France,87,87,77,84,91,25,61
295,Sergio Ramos,Spain,87,79,60,71,66,87,81
296,Sergio Agüero,Argentina,87,89,87,77,89,23,68
297,Giorgio Chiellini,Italy,87,77,47,56,58,90,84
298,Philipp Lahm,Germany,87,75,56,84,85,87,66
299,Javi Martinez,Spain,86,54,60,77,70,88,85
300,Romelu Lukaku,Belgium,86,87,91,76,84,40,90
301,Riyad Mahrez,Algeria,86,90,91,91,92,44,78
302,Marco Verratti,Italy,86,70,62,88,89,82,76
303,Paul Pogba,France,86,77,80,82,86,74,88
304,Clint Dempsey,United States,86,78,91,87,91,49,85
305,Yevgen Konoplyanka,Ukraine,86,95,85,87,89,40,78
306,Mario Mandžukić,Croatia,86,80,89,70,85,44,90
307,Hatem Ben Arfa,France,86,85,91,89,94,45,85
308,Gonzalo Higuaín,Argentina,86,81,86,68,82,24,73
309,Didier Drogba,Ivory Coast,86,70,89,81,80,40,83
310,Kevin De Bruyne,Belgium,86,77,83,86,84,40,75
311,Ivan Perišić,Croatia,86,88,88,90,88,50,84
312,Aaron Ramsey,Wales,86,73,86,89,88,80,84
313,Dimitri Payet,France,86,81,86,89,90,50,75
314,Mats Hummels,Germany,86,64,58,74,70,88,77
315,Pepe,Portugal,86,74,54,62,62,89,88
316,Mario Balotelli,Italy,86,84,87,72,86,33,82
317,Nicolás Otamendi,Argentina,86,77,60,62,60,90,87
318,Ivan Rakitić,Croatia,86,69,85,89,83,60,68
319,Lucho González,Argentina,86,76,79,87,83,69,78
320,Ezequiel Garay,Argentina,86,58,59,69,66,89,80
321,Maximiliano Rodríguez,Argentina,86,84,86,84,85,52,78
322,Marek Hamšik,Slovakia,86,77,85,87,88,65,77
323,Maxime Gonalons,France,86,72,68,80,75,87,86
324,Mehmet Topal,Turkey,86,75,76,81,77,87,89
325,Atiba Hutchinson,Canada,86,80,74,85,81,84,84
326,Oğuzhan Özyakup,Turkey,86,83,85,89,89,70,80
327,Cristian Ansaldi,Argentina,86,90,66,86,81,84,80
328,Wissam Ben Yedder,France,86,88,91,87,90,41,75
329,Sofiane Boufal,Morocco,86,91,87,82,91,45,55
330,Igor Smolnikov,Russia,86,91,68,84,81,82,78
331,Juanfran,Spain,86,88,64,81,81,85,83
332,Adrien Silva,Portugal,86,67,83,89,86,75,76
333,Danilo Pereira,Portugal,86,74,76,81,83,88,92
334,Dirk Kuyt,Netherlands,86,75,88,82,83,75,86
335,Davy Klaassen,Netherlands,86,80,86,84,83,71,85
336,Héctor Bellerín,Spain,86,98,60,82,85,84,78
337,José María Giménez,Uruguay,86,75,50,60,60,88,87
338,Moussa Dembélé,Belgium,86,82,80,84,90,77,87
339,Alexandre Lacazette,France,86,90,88,80,88,36,77
340,Blaise Matuidi,France,86,77,75,85,82,86,85
341,Christian Eriksen,Denmark,86,80,85,89,88,50,65
342,Ángel Di María,Argentina,86,88,80,85,87,50,71
343,Thomas Müller,Germany,86,77,84,80,79,46,72
344,Alexis Sánchez,Chile,86,87,83,78,88,39,73
345,Aduriz,Spain,86,75,91,72,83,52,88
346,Edinson Cavani,Uruguay,86,77,85,75,83,43,82
347,Piqué,Spain,86,65,55,70,61,88,80
348,Antoine Griezmann,France,86,88,89,83,89,31,72
349,Miranda,Brazil,86,77,55,58,64,90,83
350,Yaya Touré,Ivory Coast,86,77,85,83,80,74,87
351,Jonas,Brazil,86,80,90,84,90,38,75
352,Laurent Koscielny,France,86,80,50,65,71,89,83
353,Coutinho,Brazil,86,84,80,86,89,37,62
354,Gonzalo Higuaín,Argentina,86,81,86,68,82,24,73
355,Ángel Di María,Argentina,86,88,80,85,87,50,71
356,Pierre-Emerick Aubame...,Gabon,86,98,88,80,84,39,75
357,Diego Godín,Uruguay,86,70,49,64,62,88,80
358,Miralem Pjanić,Bosnia Herzegovina,86,74,82,89,87,72,72
359,Naldo,Brazil,86,74,70,66,65,90,80
360,David Alaba,Austria,86,87,75,83,85,87,75
361,Hulk,Brazil,86,87,89,87,86,45,88
362,Santi Cazorla,Spain,86,74,82,87,89,57,66
363,Paul Pogba,France,86,77,80,82,86,74,88
364,Kevin De Bruyne,Belgium,86,77,83,86,84,40,75
365,Thomas Müller,Germany,86,77,84,80,79,46,72
366,Sergio Busquets,Spain,86,53,59,77,74,83,80
367,Marco Reus,Germany,86,90,84,85,86,39,64
368,Alexis Sánchez,Chile,86,87,83,78,88,39,73
369,Arturo Vidal,Chile,86,77,79,80,81,83,83
370,Diego Costa,Spain,86,82,83,63,79,40,88
371,Mats Hummels,Germany,86,64,58,74,70,88,77
372,Karim Benzema,France,86,83,84,75,81,22,74
373,Carlos Tévez,Argentina,86,87,88,76,88,45,84
374,Bastian Schweinsteiger,Germany,86,52,79,84,79,76,78
375,Wayne Rooney,England,86,75,86,81,81,47,87
376,Filipe Luís,Brazil,85,85,73,86,84,86,84
377,João Moutinho,Portugal,85,73,83,87,86,75,76
378,Raheem Sterling,England,85,96,85,80,91,52,68
379,Carlos Bacca,Colombia,85,86,90,72,87,30,84
380,Luiz Gustavo,Brazil,85,72,67,80,78,88,87
381,Riyad Mahrez,Algeria,85,89,90,90,91,43,76
382,Willian,Brazil,85,92,85,86,90,55,70
383,Giovani dos Santos,Mexico,85,90,87,75,90,35,60
384,John Terry,England,85,34,47,57,52,87,81
385,Edinson Cavani,Uruguay,85,76,83,71,81,42,80
386,Leonardo Bonucci,Italy,85,72,61,70,73,89,85
387,Naldo,Brazil,85,73,69,64,63,88,76
388,Aaron Ramsey,Wales,85,72,84,86,86,77,82
389,Fábio Coentrão,Portugal,85,85,70,80,83,82,77
390,Yuriy Zhirkov,Russia,85,86,72,83,81,79,82
391,Dimitri Payet,France,85,80,84,88,88,48,74
392,Pepe,Portugal,85,74,52,60,60,88,86
393,Clint Dempsey,United States,85,77,90,85,90,48,83
394,Andrea Pirlo,Italy,85,42,76,94,83,56,60
395,Ivan Perišić,Croatia,85,87,86,87,86,47,82
396,Romelu Lukaku,Belgium,85,86,90,75,82,38,88
397,Roque Santa Cruz,Paraguay,85,77,82,67,78,39,76
398,Luisão,Brazil,85,54,58,61,59,86,86
399,Kalidou Koulibaly,France,85,80,32,47,62,89,94
400,Fabinho,Brazil,85,80,72,83,82,85,84
401,Cheikh N'Doye,Senegal,85,65,83,81,82,84,95
402,Samuel Umtiti,France,85,80,67,75,80,88,87
403,Carlos Sánchez,Uruguay,85,94,87,86,84,50,80
404,Edwin Cardona,Colombia,85,76,87,84,86,66,80
405,Marco Ruben,Argentina,85,81,88,77,82,45,78
406,Andreas Granqvist,Sweden,85,52,66,62,60,88,84
407,Pontus Wernbloom,Sweden,85,65,73,72,73,85,89
408,Vasiliy Berezutskiy,Russia,85,57,45,70,55,88,87
409,Denis Suarez,Spain,85,82,77,86,87,48,65
410,Beñat,Spain,85,72,82,88,82,72,80
411,Nicolás Gaitán,Argentina,85,85,82,87,88,44,62
412,Mario Götze,Germany,85,73,77,83,91,35,65
413,Konstantinos Mitroglou,Greece,85,68,90,76,84,35,81
414,Léo Bonatini,Brazil,85,86,87,72,81,35,70
415,João Mário,Portugal,85,82,81,86,86,76,80
416,Pizzi,Portugal,85,87,84,87,88,65,77
417,Maximiliano Pereira,Uruguay,85,80,74,81,83,86,84
418,Salomon Kalou,Ivory Coast,85,82,86,80,90,32,73
419,Steven Defour,Belgium,85,74,80,88,86,80,80
420,Mathieu Dossevi,Togo,85,86,80,83,87,43,70
421,Sven Kums,Belgium,85,72,81,86,85,75,72
422,Andre Gray,England,85,94,87,67,80,35,84
423,Dele Alli,England,85,80,84,85,86,78,84
424,Daniel Sturridge,England,85,91,88,74,86,30,75
425,Robin van Persie,Netherlands,85,68,88,84,84,35,70
426,Josip Iličić,Slovenia,85,78,87,89,87,43,72
427,Alan Dzagoev,Russia,85,80,83,87,85,60,78
428,Bryan Ruíz,Costa Rica,85,74,82,87,90,63,64
429,Marcel Schmelzer,Germany,85,84,60,81,80,85,83
430,Quincy Promes,Netherlands,85,92,87,81,87,35,73
431,Henrikh Mkhitaryan,Armenia,85,88,80,86,90,57,77
432,Xabi Alonso,Spain,85,34,70,90,80,78,72
433,Karim Bellarabi,Germany,85,92,82,83,88,36,67
434,Pedro,Spain,85,84,86,82,87,41,70
435,Harry Kane,England,85,77,90,82,86,47,86
436,David Alaba,Austria,85,86,72,81,83,84,72
437,Aduriz,Spain,85,74,90,70,80,51,87
438,Lorenzo Insigne,Italy,85,92,83,88,92,42,56
439,Antoine Griezmann,France,85,87,87,81,87,30,70
440,Miranda,Brazil,85,76,49,57,62,88,81
441,Jonas,Brazil,85,79,89,82,88,36,72
442,Laurent Koscielny,France,85,79,45,64,68,87,81
443,Andrea Barzagli,Italy,85,76,37,57,62,90,80
444,Pierre-Emerick Aubame...,Gabon,85,97,86,77,82,38,73
445,Ivan Rakitić,Croatia,85,68,83,87,82,59,67
446,Blaise Matuidi,France,85,76,70,82,80,85,83
447,Christian Eriksen,Denmark,85,79,84,88,87,48,62
448,Marek Hamšik,Slovakia,85,76,83,85,86,62,75
449,Oscar,Brazil,85,80,80,84,86,45,48
450,Marco Verratti,Italy,85,69,60,85,88,80,72
451,Isco,Spain,85,76,78,83,89,35,65
452,Dani Alves,Brazil,85,87,71,80,85,81,73
453,Javi Martinez,Spain,85,53,65,73,67,86,82
454,Alexandre Lacazette,France,85,89,87,76,87,35,75
455,Coutinho,Brazil,85,83,79,83,88,35,60
456,Hulk,Brazil,85,86,88,84,84,44,87
457,Nicolás Otamendi,Argentina,85,76,57,60,56,88,85
458,Miralem Pjanić,Bosnia Herzegovina,85,73,78,87,85,70,70
459,David Alaba,Austria,85,86,72,81,83,84,72
460,Ángel Di María,Argentina,85,88,79,83,86,49,70
461,Diego Godín,Uruguay,85,70,48,63,62,87,78
462,Edinson Cavani,Uruguay,85,76,83,71,81,42,80
463,Naldo,Brazil,85,73,69,64,63,88,76
464,Piqué,Spain,85,64,54,67,60,86,76
465,Santi Cazorla,Spain,85,73,78,85,87,56,64
466,Vincent Kompany,Belgium,85,69,54,62,65,86,81
467,Yaya Touré,Ivory Coast,85,76,83,81,79,70,86
468,John Terry,England,85,34,47,57,52,87,81
469,Roberto Firmino,Brazil,84,78,84,83,88,44,73
470,Javier Mascherano,Argentina,84,69,60,74,72,87,82
471,Arkadiusz Milik,Poland,84,79,90,79,81,45,82
472,Sami Khedira,Germany,84,63,75,76,73,85,88
473,Darijo Srna,Croatia,84,80,81,90,81,84,83
474,Mario Götze,Germany,84,72,73,81,89,32,62
