,NAME,NATIONALITY,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
84,Mario Gomez,Germany,88,77,85,67,77,50,86
85,Xabi Alonso,Spain,88,59,76,90,73,82,68
86,Eden Hazard,Belgium,88,90,81,85,91,48,63
87,Luis Suárez,Uruguay,88,83,89,78,91,57,73
88,Gareth Bale,Wales,88,94,86,86,88,77,74
89,Thiago Silva,Brazil,88,83,63,80,73,89,84
90,Mesut Özil,Germany,88,78,79,86,89,44,56
91,Karim Benzema,France,88,86,85,74,85,43,77
92,Cesc Fàbregas,Spain,88,70,81,92,85,69,71
93,David Silva,Spain,88,78,79,86,88,47,59
94,Falcao,Colombia,88,78,83,57,78,53,90
95,Zlatan Ibrahimović,Sweden,88,77,88,79,87,51,78
96,Arjen Robben,Holland,88,93,85,80,92,47,58
97,Robin van Persie,Holland,88,78,89,81,84,49,68
98,Mesut Özil,Germany,87,77,75,85,88,43,55
99,Toni Kroos,Germany,87,60,89,90,86,66,60
100,Luka Modrić,Croatia,87,79,75,88,88,66,62
101,Arda Turan,Turkey,87,75,78,88,90,50,73
102,Pedro,Spain,87,87,88,85,88,53,65
103,Mario Gomez,Germany,87,76,80,65,75,49,84
104,Fernando Torres,Spain,87,85,86,73,85,50,79
105,Daniele De Rossi,Italy,87,70,80,84,81,86,86
106,Neymar,Brazil,87,92,86,79,93,46,61
107,Beñat,Spain,87,72,83,90,82,75,61
108,Jordi Alba,Spain,87,94,74,84,87,87,75
109,Jérémy Ménez,France,87,90,81,86,90,55,70
110,Mathieu Valbuena,France,87,89,81,91,90,50,56
111,Stephan Lichtsteiner,Switzerland,87,88,69,87,82,85,81
112,Hugo Campagnaro,Argentina,87,78,64,75,70,90,88
113,Medhi Benatia,Morocco,87,71,45,69,62,90,87
114,Alexis Sánchez,Chile,87,90,84,83,91,55,68
115,Dante,Brazil,87,75,68,82,74,88,89
116,Jan Vertonghen,Belgium,87,77,78,85,78,90,89
117,Javi Martínez,Spain,87,63,70,82,76,88,87
118,Robert Lewandowski,Poland,87,84,86,68,86,51,86
119,Marco Reus,Germany,87,93,90,82,90,50,63
120,Antonio Di Natale,Italy,87,89,91,85,91,49,65
121,Gonzalo Higuaín,Argentina,87,80,86,79,85,45,77
122,Bastian Schweinsteiger,Germany,87,64,84,87,83,81,75
123,Ángel Di María,Argentina,87,90,83,84,88,59,63
124,Wesley Sneijder,Holland,87,78,77,88,85,66,51
125,Edinson Cavani,Uruguay,87,86,86,68,79,65,86
126,Gareth Bale,Wales,87,93,84,85,87,76,73
127,Marek Hamšik,Slovakia,87,78,83,85,85,71,78
128,Juan Mata,Spain,87,84,81,82,88,44,66
129,Luis Suárez,Uruguay,87,82,86,76,90,56,71
130,Eden Hazard,Belgium,87,90,78,83,90,47,62
131,Mesut Özil,Germany,87,77,75,85,88,43,55
132,Karim Benzema,France,87,85,83,71,84,42,76
133,Thiago Silva,Brazil,87,82,62,78,72,88,82
134,Cesc Fàbregas,Spain,87,69,80,90,84,68,70
135,Sergio Ramos,Spain,87,79,61,75,72,84,88
136,Sergio Agüero,Argentina,87,88,84,73,91,42,72
137,Mario Gomez,Germany,87,76,80,65,75,49,84
138,Wesley Sneijder,Holland,87,78,77,88,85,66,51
139,Philipp Lahm,Germany,87,82,58,82,82,82,66
140,Xabi Alonso,Spain,87,58,75,88,71,81,66
141,Andrea Pirlo,Italy,87,61,75,92,86,71,48
142,Arturo Vidal,Chile,86,82,83,87,86,85,75
143,Marco Di Vaio,Italy,86,87,88,73,85,55,76
144,Edinson Cavani,Uruguay,86,85,83,66,77,64,84
145,Carlos Tévez,Argentina,86,83,85,77,84,64,71
146,Dries Mertens,Belgium,86,90,88,83,88,54,52
147,Christian Eriksen,Denmark,86,86,81,88,90,52,60
148,Dimitri Payet,France,86,89,87,87,86,60,68
149,David Alaba,Austria,86,91,79,89,88,85,74
150,Marouane Fellaini,Belgium,86,79,82,87,82,87,90
151,Michael Carrick,England,86,70,78,90,81,86,80
152,Leighton Baines,England,86,85,79,87,83,86,75
153,Landon Donovan,United States,86,90,82,85,83,60,66
154,Klaas-Jan Huntelaar,Holland,86,72,86,64,74,50,84
155,Rafael van der Vaart,Holland,86,66,88,87,85,51,62
156,Thomas Müller,Germany,86,85,86,83,84,52,78
157,Mario Götze,Germany,86,84,78,83,91,53,62
158,Alexis Sánchez,Chile,86,89,81,81,90,54,66
159,Samuel Eto'o,Cameroon,86,91,85,72,85,51,78
160,David Villa,Spain,86,80,89,76,86,48,73
161,Claudio Marchisio,Italy,86,82,82,85,86,79,74
162,Marco Reus,Germany,86,92,89,79,88,49,62
163,Mats Hummels,Germany,86,66,59,78,70,87,86
164,Antonio Cassano,Italy,86,70,82,89,91,48,67
165,Arda Turan,Turkey,86,74,75,83,89,49,71
166,Pedro,Spain,86,86,83,82,87,52,63
167,Antonio Di Natale,Italy,86,88,89,83,89,48,63
168,Santi Cazorla,Spain,86,80,84,88,88,50,66
169,Sergio Busquets,Spain,86,58,63,81,77,83,73
170,Fernando Torres,Spain,86,84,84,72,84,49,78
171,Vincent Kompany,Belgium,86,75,58,75,73,87,81
172,Toni Kroos,Germany,86,59,87,88,85,64,58
173,Neymar,Brazil,86,91,83,76,92,45,60
174,Gonzalo Higuaín,Argentina,86,79,83,77,84,44,75
175,Marek Hamšik,Slovakia,86,77,83,83,84,70,75
176,Pepe,Portugal,86,75,49,64,63,85,84
177,Gareth Bale,Wales,86,92,81,84,86,75,72
178,Ángel Di María,Argentina,86,90,79,82,87,58,62
179,Edinson Cavani,Uruguay,86,85,83,66,77,64,84
180,Juan Mata,Spain,86,83,77,80,87,43,65
181,Luka Modrić,Croatia,86,78,73,86,87,64,60
182,Luis Suárez,Uruguay,86,81,83,74,89,55,70
183,Ezequiel Lavezzi,Argentina,86,93,77,74,90,49,58
184,Piqué,Spain,86,62,52,76,67,86,81
185,Carlos Tévez,Argentina,86,83,85,77,84,64,71
186,Javier Mascherano,Argentina,86,68,60,73,67,87,70
187,Bastian Schweinsteiger,Germany,86,62,82,86,82,79,73
188,Daniele De Rossi,Italy,86,69,77,81,79,84,84
189,Yaya Touré,Ivory Coast,86,77,73,80,79,83,84
190,Puyol,Spain,86,55,48,66,56,87,84
191,Gonzalo Higuaín,Argentina,85,78,81,72,82,43,74
192,Kevin-Prince Boateng,Ghana,85,80,82,79,86,77,83
193,Samuel Eto'o,Cameroon,85,91,82,70,83,50,76
194,Gareth Bale,Wales,85,92,79,81,85,74,71
195,James Rodríguez,Colombia,85,82,85,87,87,61,68
196,Jordi Alba,Spain,85,93,74,83,86,85,73
197,Lukas Podolski,Germany,85,89,92,79,84,45,70
198,Thierry Henry,France,85,82,86,79,88,49,69
199,David Villa,Spain,85,79,87,74,85,47,72
200,Antonio Cassano,Italy,85,68,80,88,90,47,66
201,Jesús Navas,Spain,85,92,73,80,86,43,57
202,Neymar,Brazil,85,91,79,74,91,44,59
203,Ronaldinho,Brazil,85,62,86,89,91,44,63
204,Filipe Luís,Brazil,85,86,69,85,84,87,69
205,Wilfried Bony,Ivory Coast,85,81,89,62,80,59,89
206,Kevin Strootman,Holland,85,69,79,87,82,76,72
207,Pierre-Emerick Aubame...,Gabon,85,96,86,79,85,58,81
208,Mamadou Sakho,France,85,80,43,73,61,85,86
209,Aurélien Chedjou,Cameroon,85,70,65,73,64,88,89
210,Negredo,Spain,85,71,89,68,82,52,87
211,Erik Lamela,Argentina,85,88,83,81,92,50,70
212,Jérôme Boateng,Germany,85,81,65,81,74,87,88
213,Pablo Zabaleta,Argentina,85,75,63,81,78,88,83
214,Frank Lampard,England,85,63,92,87,81,74,77
215,Nicolas N'Koulou,Cameroon,85,82,49,79,72,88,81
216,Borja Valero,Spain,85,67,80,89,86,72,66
217,Alessandro Diamanti,Italy,85,76,87,85,89,58,56
218,Mikel Arteta,Spain,85,71,85,91,88,77,73
219,Hulk,Brazil,85,91,89,79,85,61,76
220,Miroslav Klose,Germany,85,79,85,71,83,52,91
221,Diego,Brazil,85,78,82,89,90,54,65
222,Nicolás Gaitán,Argentina,85,85,81,88,88,60,64
223,Jefferson Farfán,Peru,85,91,81,83,87,52,67
224,Giorgio Chiellini,Italy,85,81,60,66,55,87,87
225,Arturo Vidal,Chile,85,81,77,84,84,84,73
226,Mario Balotelli,Italy,85,85,84,71,85,51,74
227,Soldado,Spain,85,81,85,68,81,57,84
228,Steven Gerrard,England,85,72,87,89,79,74,76
229,Claudio Marchisio,Italy,85,81,79,83,85,77,73
230,Mario Götze,Germany,85,83,74,81,90,52,60
231,Santi Cazorla,Spain,85,79,81,86,87,48,62
232,João Moutinho,Portugal,85,79,78,86,84,77,71
233,Diego Milito,Argentina,85,81,83,72,84,51,81
234,Walter Samuel,Argentina,85,63,49,63,48,89,83
235,Thomas Müller,Germany,85,84,83,80,82,51,74
236,Pedro,Spain,85,85,79,81,86,51,62
237,Marco Reus,Germany,85,91,86,77,86,48,61
238,Toni Kroos,Germany,85,57,85,86,84,63,57
239,Neymar,Brazil,85,91,79,74,91,44,59
240,Sergio Busquets,Spain,85,56,58,77,75,82,71
241,Alexis Sánchez,Chile,85,88,77,76,88,53,64
242,Mats Hummels,Germany,85,65,58,75,68,85,84
243,Kevin-Prince Boateng,Ghana,85,80,82,79,86,77,83
244,Gareth Bale,Wales,85,92,79,81,85,74,71
245,Marek Hamšik,Slovakia,85,75,80,82,83,69,74
246,Gonzalo Higuaín,Argentina,85,78,81,72,82,43,74
247,Samir Nasri,France,85,84,76,84,88,50,60
248,Klaas-Jan Huntelaar,Holland,85,71,82,61,71,49,79
249,Jesús Navas,Spain,85,92,73,80,86,43,57
250,Vincent Kompany,Belgium,85,74,57,74,72,86,79
251,Nani,Portugal,85,87,80,81,89,43,53
252,Pepe,Portugal,85,74,48,60,61,84,82
253,Antonio Di Natale,Italy,85,87,87,82,88,47,62
254,David Villa,Spain,85,79,87,74,85,47,72
255,Fernando Torres,Spain,85,83,82,70,83,48,77
256,Rafael van der Vaart,Holland,85,64,84,85,83,50,58
257,Samuel Eto'o,Cameroon,85,91,82,70,83,50,76
258,Antonio Cassano,Italy,85,68,80,88,90,47,66
259,Soldado,Spain,84,79,81,66,79,56,82
260,Kaká,Brazil,84,73,81,81,85,41,50
261,Stephan Lichtsteiner,Switzerland,84,85,68,86,80,84,80
262,Landon Donovan,United States,84,89,81,83,82,57,65
263,Danny,Portugal,84,80,80,83,87,47,52
264,Robbie Keane,Ireland Republic,84,76,88,75,83,49,71
265,Maicon,Brazil,84,85,75,82,80,82,77
266,Diego Forlán,Uruguay,84,70,89,83,86,45,74
267,Alexandre Pato,Brazil,84,90,83,68,84,45,79
268,João Moutinho,Portugal,84,78,76,83,83,74,69
269,Mario Götze,Germany,84,82,71,79,89,51,59
270,Jordi Alba,Spain,84,92,74,82,85,84,72
271,Adam Maher,Holland,84,82,78,84,89,67,60
272,Dieumerci Mbokani,DR Congo,84,88,81,70,82,53,87
273,Toby Alderweireld,Belgium,84,69,62,77,65,85,82
274,Florent Balmont,France,84,71,76,87,83,83,63
275,Branislav Ivanović,Serbia,84,73,73,72,63,88,88
276,Michu,Spain,84,78,86,78,78,75,87
277,Andrés Guardado,Mexico,84,89,80,81,87,68,66
278,Selçuk İnan,Turkey,84,74,87,89,80,71,68
279,Réver,Brazil,84,68,65,65,62,86,84
280,Phil Jagielka,England,84,73,52,73,60,87,87
281,Carlos Vela,Mexico,84,89,84,78,88,47,73
282,Mathieu Valbuena,France,84,86,77,88,87,46,52
283,Óscar Cardozo,Paraguay,84,63,90,72,74,53,83
284,Claudio Pizarro,Peru,84,68,87,70,83,49,80
285,Łukasz Piszczek,Poland,84,88,70,85,78,85,80
286,Rio Ferdinand,England,84,60,45,71,63,86,80
287,Rodrigo Palacio,Argentina,84,89,84,80,87,47,68
288,Shinji Kagawa,Japan,84,84,78,77,90,43,53
289,Stevan Jovetić,Montenegro,84,82,84,78,88,51,78
290,Hulk,Brazil,84,90,85,78,82,60,74
291,Bacary Sagna,France,84,79,59,80,78,84,79
292,Mario Balotelli,Italy,84,84,82,69,84,50,73
293,Lukas Podolski,Germany,84,88,89,78,82,43,68
294,Nicolás Gaitán,Argentina,84,84,79,84,87,59,62
295,Frank Lampard,England,84,62,89,85,79,72,75
296,Edin Džeko,Bosnia Herzegovina,84,74,85,71,82,50,75
297,Javier Pastore,Argentina,84,77,78,83,86,50,65
298,Daniel Agger,Denmark,84,69,68,71,63,84,82
299,Robert Lewandowski,Poland,84,83,79,66,85,50,83
300,Patrice Evra,France,84,80,52,80,79,84,81
301,Diego,Brazil,84,77,79,85,88,53,63
302,Lucas,Brazil,84,93,81,82,90,55,56
303,Riccardo Montolivo,Italy,84,70,80,87,84,73,66
304,Ronaldinho,Brazil,84,61,82,87,90,43,61
305,Miroslav Klose,Germany,84,78,79,69,80,51,89
306,James Rodríguez,Colombia,84,81,82,85,86,60,67
307,Hernanes,Brazil,84,70,82,84,86,68,61
308,Mario Götze,Germany,84,82,71,79,89,51,59
309,Thomas Müller,Germany,84,84,79,78,80,50,72
310,Pedro,Spain,84,84,74,79,85,50,60
311,Hulk,Brazil,84,90,85,78,82,60,74
312,Marco Reus,Germany,84,90,84,74,84,46,60
313,Mario Balotelli,Italy,84,84,82,69,84,50,73
314,Adil Rami,France,84,54,56,67,58,84,84
315,Toni Kroos,Germany,84,52,82,85,83,62,56
316,Arturo Vidal,Chile,84,80,76,81,82,82,72
317,Claudio Marchisio,Italy,84,80,77,82,84,76,69
318,João Moutinho,Portugal,84,78,76,83,83,74,69
319,Jefferson Farfán,Peru,84,91,78,81,85,51,65
320,Soldado,Spain,84,79,81,66,79,56,82
321,Nenê,Brazil,84,77,80,84,86,42,67
322,Santi Cazorla,Spain,84,78,78,84,86,47,61
323,Dani Alves,Brazil,84,90,72,81,83,79,72
324,Arda Turan,Turkey,84,74,72,80,89,49,71
325,Diego Milito,Argentina,84,80,80,70,83,50,80
326,Giorgio Chiellini,Italy,84,80,57,64,53,86,84
327,Kaká,Brazil,84,73,81,81,85,41,50
328,Andrea Barzagli,Italy,84,68,48,66,54,86,81
329,Maicon,Brazil,84,85,75,82,80,82,77
330,Ashley Cole,England,84,80,61,80,79,81,71
331,Walter Samuel,Argentina,84,61,48,59,46,87,82
332,Steven Gerrard,England,84,71,86,86,77,73,75
333,John Terry,England,84,51,47,58,50,84,84
334,Loïc Rémy,France,83,92,76,71,78,49,84
335,Martin Škrtel,Slovakia,83,71,50,61,54,86,86
336,Isco,Spain,83,81,87,86,91,57,63
337,Stephan Lichtsteiner,Switzerland,83,84,67,85,78,82,79
338,Tim Cahill,Australia,83,69,83,85,80,74,93
339,Stevan Jovetić,Montenegro,83,81,81,75,87,50,76
340,Landon Donovan,United States,83,88,79,81,80,56,64
341,Aiden McGeady,Ireland Republic,83,91,75,81,87,56,62
342,Jérémy Toulalan,France,83,53,51,81,69,80,74
343,James Rodríguez,Colombia,83,80,79,81,85,59,66
344,Fernando Llorente,Spain,83,61,76,57,75,53,87
345,Diego Forlán,Uruguay,83,69,87,81,85,44,72
346,Blaise Matuidi,France,83,83,68,83,80,85,82
347,Benoît Trémoulinas,France,83,87,72,86,80,83,73
348,Dušan Basta,Serbia,83,84,71,81,83,83,74
349,Laurent Koscielny,France,83,76,60,72,64,87,84
350,Vágner Love,Brazil,83,85,81,66,85,50,76
351,Jeremain Lens,Holland,83,90,83,76,86,50,70
352,Gonzalo Castro,Germany,83,81,71,85,84,80,72
353,Salvatore Bocchetti,Italy,83,80,53,70,56,85,85
354,Stéphane Sessègnon,Benin,83,86,77,80,87,61,72
355,Gervinho,Ivory Coast,83,90,76,79,90,58,72
356,Jan Vertonghen,Belgium,83,72,73,80,74,85,85
357,Mathieu Valbuena,France,83,85,76,84,85,45,51
358,Burak Yılmaz,Turkey,83,82,82,80,82,58,82
359,Nuri Şahin,Turkey,83,59,76,86,84,72,55
360,Negredo,Spain,83,69,85,65,79,50,84
361,Beñat,Spain,83,69,79,88,78,73,58
362,Mario Mandžukić,Croatia,83,78,80,63,78,51,89
363,Emmanuel Adebayor,Togo,83,74,80,67,82,48,84
364,Łukasz Piszczek,Poland,83,87,67,82,76,83,77
365,Giampaolo Pazzini,Italy,83,75,78,67,78,51,88
366,Loïc Rémy,France,83,92,76,71,78,49,84
367,Gökhan Inler,Switzerland,83,72,81,85,81,82,75
368,Alexandre Pato,Brazil,83,89,78,66,83,44,77
369,Jordi Alba,Spain,83,91,71,81,84,82,70
370,Jack Wilshere,England,83,78,70,86,85,74,64
371,Theo Walcott,England,83,96,77,75,82,48,57
372,Óscar Cardozo,Paraguay,83,62,87,70,72,52,82
373,Javier Hernández,Mexico,83,90,79,65,76,45,79
374,Marouane Fellaini,Belgium,83,74,76,83,78,83,85
375,Andrés Guardado,Mexico,83,88,77,78,86,63,63
376,Branislav Ivanović,Serbia,83,72,69,70,61,85,84
377,Fabrizio Miccoli,Italy,83,86,87,81,87,45,59
378,Mbark Boussoufa,Morocco,83,79,75,83,87,49,49
379,Lucas,Brazil,83,92,78,81,89,54,55
380,Dimitar Berbatov,Bulgaria,83,69,83,81,83,39,80
381,James Rodríguez,Colombia,83,80,79,81,85,59,66
382,Holger Badstuber,Germany,83,67,55,74,56,83,80
383,Javier Pastore,Argentina,83,74,77,81,85,49,64
384,Shinji Kagawa,Japan,83,83,71,74,88,42,52
385,Robert Lewandowski,Poland,83,82,75,63,84,49,82
386,Nicolás Gaitán,Argentina,83,83,76,81,86,58,60
387,Stevan Jovetić,Montenegro,83,81,81,75,87,50,76
388,Edin Džeko,Bosnia Herzegovina,83,72,82,69,81,49,74
389,Hernanes,Brazil,83,69,79,82,85,67,60
390,Alexandre Pato,Brazil,83,89,78,66,83,44,77
391,Sami Khedira,Germany,83,60,71,73,64,84,78
392,Loïc Rémy,France,83,92,76,71,78,49,84
393,Javi Martínez,Spain,83,59,65,76,71,83,78
394,Marcelo,Brazil,83,83,67,80,83,80,70
395,Antonio Valencia,Ecuador,83,90,70,79,82,58,66
396,Bacary Sagna,France,83,79,57,77,76,81,77
397,Fernando Llorente,Spain,83,61,76,57,75,53,87
398,Riccardo Montolivo,Italy,83,68,77,85,82,71,65
399,Alexandre Song,Cameroon,83,72,56,76,76,82,76
400,Rodrigo Palacio,Argentina,83,88,81,78,86,46,64
401,Daniel Agger,Denmark,83,68,66,69,62,82,79
402,Lukas Podolski,Germany,83,87,87,68,80,41,67
403,Lisandro López,Argentina,83,81,83,76,81,59,75
404,Robinho,Brazil,83,88,75,77,91,41,57
405,Diego,Brazil,83,76,76,83,87,52,62
406,Jérémy Toulalan,France,83,53,51,81,69,80,74
407,Patrice Evra,France,83,79,51,78,77,82,78
408,Ronaldinho,Brazil,83,58,77,85,89,42,60
409,Danny,Portugal,83,79,73,82,86,46,50
410,Miroslav Klose,Germany,83,77,75,66,78,50,88
411,Pablo Aimar,Argentina,83,74,70,84,87,51,61
412,Rio Ferdinand,England,83,58,43,66,60,84,78
413,Frank Lampard,England,83,60,87,84,78,69,71
414,Darren Bent,England,82,87,79,54,72,46,76
415,Mbark Boussoufa,Morocco,82,78,73,79,86,48,48
416,Stéphane Sessègnon,Benin,82,85,74,78,85,60,70
417,Scott Parker,England,82,70,74,79,75,81,74
418,Aurélien Chedjou,Cameroon,82,67,64,71,61,86,86
419,Vedad Ibišević,Bosnia Herzegovina,82,69,86,67,78,48,85
420,Hatem Ben Arfa,France,82,84,78,78,87,47,74
421,Naldo,Brazil,82,76,71,65,54,84,82
422,Dimitri Payet,France,82,85,85,82,83,57,66
423,İlkay Gündoğan,Germany,82,86,79,85,89,69,70
424,Negredo,Spain,82,67,81,62,77,48,82
425,Medhi Benatia,Morocco,82,66,35,62,56,85,80
426,Clarence Seedorf,Holland,82,56,84,89,88,65,66
427,Michaël Essien,Ghana,82,66,74,82,76,82,76
428,Beñat,Spain,82,67,78,84,76,71,56
429,Alberto Costa,Argentina,82,68,80,85,81,70,60
430,Joaquín,Spain,82,77,74,82,88,42,51
431,Fred,Brazil,82,59,87,75,79,46,84
432,Isco,Spain,82,80,84,83,90,56,60
433,Senad Lulić,Bosnia Herzegovina,82,87,82,85,85,78,73
434,Raphaël Varane,France,82,68,53,69,68,85,84
435,Lucas Biglia,Argentina,82,60,70,82,83,79,66
436,Rod Fanni,France,82,89,65,79,73,84,80
437,Adem Ljajić,Serbia,82,83,78,82,88,55,63
438,Manuel Pasqual,Italy,82,80,69,83,80,80,74
439,Gonzalo Rodríguez,Argentina,82,63,55,65,52,82,84
440,Marco Di Vaio,Italy,82,84,85,69,81,51,72
441,Alexandr Samedov,Russia,82,85,75,86,84,57,62
442,Lucho González,Argentina,82,70,83,87,80,70,76
443,Philippe Mexès,France,82,70,55,63,63,84,84
444,Ashley Williams,Wales,82,74,48,70,67,82,87
445,Jérémy Ménez,France,82,86,77,80,86,51,66
446,André Ayew,Ghana,82,83,78,81,85,68,86
447,Rubén Castro,Spain,82,86,80,64,82,40,70
448,Dejan Damjanović,Montenegro,82,84,82,73,79,54,84
449,Claudio Yacob,Argentina,82,71,60,73,73,81,80
450,Eliaquim Mangala,France,82,81,50,73,70,84,85
451,Maxime Gonalons,France,82,80,74,76,79,85,83
452,Niklas Moisander,Finland,82,72,55,76,70,83,83
453,Christian Eriksen,Denmark,82,82,77,84,87,47,56
454,Balázs Dzsudzsák,Hungary,82,83,85,83,82,44,54
455,Raúl Albiol,Spain,82,53,55,70,61,83,82
456,Per Mertesacker,Germany,82,34,46,60,41,87,80
457,Michael Carrick,England,82,62,74,85,77,80,75
458,Germán Denis,Argentina,82,75,83,63,76,54,86
459,Jan Vertonghen,Belgium,82,71,69,77,73,83,84
460,Jonas,Brazil,82,77,82,68,85,43,63
461,Hugo Campagnaro,Argentina,82,73,60,69,65,85,83
462,Kwadwo Asamoah,Ghana,82,84,79,80,84,79,76
463,Mathieu Valbuena,France,82,84,73,81,83,44,49
464,Joaquín,Spain,82,77,74,82,88,42,51
465,Beñat,Spain,82,67,78,84,76,71,56
466,Burak Yılmaz,Turkey,82,81,78,77,80,57,81
467,Dries Mertens,Belgium,82,88,84,79,84,50,48
468,Emmanuel Emenike,Nigeria,82,91,82,54,79,45,73
469,Yann M'Vila,France,82,77,63,77,75,81,68
470,Michel Bastos,Brazil,82,82,82,83,83,66,68
471,Vágner Love,Brazil,82,84,76,62,83,49,74
472,Jakub Błaszczykowski,Poland,82,94,78,79,84,61,60
473,Gervinho,Ivory Coast,82,89,73,75,88,57,71
474,Nuri Şahin,Turkey,82,57,71,83,82,69,54
475,Lúcio,Brazil,82,66,61,64,69,83,84
476,Giuseppe Rossi,Italy,82,79,81,74,84,44,59
477,Lucas,Brazil,82,92,77,78,88,53,54
478,Demba Ba,Senegal,82,81,80,65,77,58,81
479,Martin Škrtel,Slovakia,82,70,48,59,53,83,84
