,NAME,NATIONALITY,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
198,Kevin-Prince Boateng,Germany,83,82,82,82,86,75,74
199,Joris Mathijsen,Netherlands,83,74,42,75,53,85,81
200,Ji Sung Park,Korea Republic,83,87,82,81,86,66,56
201,Gervinho,Ivory Coast,83,85,83,64,86,63,73
202,Gareth Bale,Wales,83,85,82,75,82,65,65
203,Giovanni van Bronckhorst,Netherlands,82,80,83,78,76,77,68
204,Nicklas Bendtner,Denmark,82,75,80,63,75,61,92
205,Martin Škrtel,Slovakia,82,80,40,60,46,84,87
206,Dante,Brazil,82,70,67,76,77,83,79
207,Jérôme Boateng,Germany,82,80,49,75,65,82,85
208,Éver Banega,Argentina,82,74,72,86,85,74,66
209,Ruud Van Nistelrooy,Netherlands,82,67,81,67,80,66,73
210,Lorik Cana,Albania,82,78,65,80,47,86,88
211,Edin Džeko,Bosnia Herzegovina,82,81,81,67,81,60,78
212,Óscar René Cardozo,Paraguay,82,73,85,73,76,66,82
213,Pablo Hernández,Spain,82,86,77,80,82,56,62
214,Guardado,Mexico,82,86,80,77,80,65,57
215,Sergio Floccari,Italy,82,83,76,70,84,64,80
216,Anderson,Brazil,82,84,71,79,86,76,62
217,Falcao,Colombia,82,83,78,59,82,62,84
218,Juan Manuel Vargas,Peru,82,81,80,81,83,79,65
219,Samir Nasri,France,82,81,79,84,86,64,64
220,Gabriel Agbonlahor,England,82,94,75,64,80,64,74
221,Stéphane Sessègnon,Benin,82,82,76,81,90,71,68
222,Raúl Albiol,Spain,82,76,55,69,69,84,83
223,Ashley Young,England,82,92,78,77,87,49,44
224,Liédson,Portugal,82,83,79,66,79,61,82
225,Munitis,Spain,82,86,76,75,85,56,66
226,Eric Abidal,France,82,83,36,74,63,83,77
227,Joleon Lescott,England,82,76,62,72,62,83,88
228,Mounir El Hamdaoui,Morocco,82,81,80,72,84,61,66
229,Glen Johnson,England,82,87,67,77,81,78,73
230,Obafemi Martins,Nigeria,82,93,76,58,81,60,76
231,Giampaolo Pazzini,Italy,82,83,78,66,79,60,86
232,Nilmar,Brazil,82,90,76,56,85,49,76
233,Pepe,Portugal,82,77,48,62,61,84,84
234,Jérémy Mathieu,France,82,82,66,77,65,80,79
235,Reyes,Spain,82,84,76,80,85,53,66
236,Vicente,Spain,82,84,78,80,84,56,59
237,Luis García,Spain,82,82,79,73,81,57,70
238,Maximiliano Rodríguez,Argentina,82,83,82,83,84,62,65
239,Tim Cahill,Australia,82,77,79,79,76,81,92
240,Tommaso Rocchi,Italy,82,81,81,64,82,70,73
241,Brede Hangeland,Norway,82,72,55,68,48,86,86
242,Mladen Petrić,Croatia,82,78,83,71,79,60,76
243,Xabi Alonso,Spain,82,70,78,88,73,77,70
244,Philippe Mexès,France,82,77,53,70,54,84,82
245,Ashley Cole,England,82,87,60,81,82,78,73
246,Kim Källström,Sweden,82,76,79,82,76,77,75
247,John Carew,Norway,82,85,78,57,80,69,92
248,Rafael Márquez,Mexico,82,69,61,75,67,84,85
249,Capdevila,Spain,82,82,71,80,73,79,80
250,Vincenzo Iaquinta,Italy,82,85,80,63,76,72,86
251,David Pizarro,Chile,82,76,79,83,82,75,60
252,Walter Samuel,Argentina,82,70,51,68,52,87,83
253,Dirk Kuyt,Netherlands,82,77,82,72,76,65,88
254,John Terry,England,82,66,47,58,49,89,92
255,Dejan Stanković,Serbia,82,74,80,84,79,75,74
256,Cristian Chivu,Romania,82,77,73,79,64,82,77
257,Gianluca Zambrotta,Italy,82,82,64,83,80,80,74
258,Simão,Portugal,82,87,78,78,89,52,48
259,Clarence Seedorf,Netherlands,82,73,80,83,82,74,65
260,Robbie Keane,Republic of Ireland,82,82,82,63,85,60,65
261,David Beckham,England,82,68,80,91,77,71,54
262,Paul Scholes,England,82,69,79,89,77,74,72
263,Dimitri Payet,France,81,82,84,77,83,58,52
264,Luca Antonini,Italy,81,77,65,75,69,82,79
265,John Mensah,Ghana,81,70,55,67,50,85,79
266,Yohan Cabaye,France,81,79,83,80,78,75,77
267,Robinho,Brazil,81,87,78,72,94,51,56
268,David Beckham,England,81,68,79,91,76,71,54
269,Asamoah Gyan,Ghana,81,82,83,50,75,60,75
270,Kwadwo Asamoah,Ghana,81,83,72,76,77,81,74
271,Aleksandar Kolarov,Serbia,81,79,70,80,76,78,79
272,Sebastian Giovinco,Italy,81,89,76,82,87,59,54
273,Aly Cissokho,France,81,86,53,73,73,79,72
274,Mata,Spain,81,82,75,77,85,54,68
275,Luka Modrić,Croatia,81,81,75,84,86,64,62
276,Bojan,Spain,81,86,74,75,86,48,60
277,Filip Hološko,Slovakia,81,88,73,71,82,57,78
278,Naldo,Brazil,81,78,63,59,52,83,82
279,Micah Richards,England,81,85,42,61,58,80,90
280,André Santos,Brazil,81,79,78,79,80,74,70
281,Hatem Ben Arfa,France,81,82,75,74,82,58,73
282,Raffaele Palladino,Italy,81,83,75,76,82,66,72
283,Riccardo Montolivo,Italy,81,78,77,86,82,66,64
284,Gökhan Inler,Switzerland,81,75,76,79,75,82,74
285,Salomon Kalou,Ivory Coast,81,88,73,70,85,53,70
286,De la Peña,Spain,81,72,76,92,81,62,42
287,Salvador Cabañas,Paraguay,81,79,80,72,77,64,76
288,Piqué,Spain,81,72,50,73,60,83,84
289,Dimitris Salpigidis,Greece,81,86,78,71,76,63,73
290,Rodrigo Ferrante Taddei,Brazil,81,82,76,78,81,72,71
291,Christian Maggio,Italy,81,86,73,78,75,78,84
292,Ivica Olić,Croatia,81,83,79,69,79,61,74
293,Servet Çetin,Turkey,81,71,45,58,57,85,87
294,Wesley Sneijder,Netherlands,81,76,84,86,84,59,56
295,James Milner,England,81,85,76,79,83,63,65
296,Franco Brienza,Italy,81,85,76,72,82,65,67
297,Alex,Brazil,81,72,68,51,60,83,90
298,Marcos Senna,Spain,81,67,76,85,75,84,68
299,Deivid,Brazil,81,77,78,75,81,57,72
300,Scott Brown,Scotland,81,86,64,78,81,82,46
301,Jimmy Briand,France,81,84,74,76,85,68,73
302,Sulley Ali Muntari,Ghana,81,77,75,78,72,83,77
303,Rod Fanni,France,81,84,51,71,68,80,78
304,Andriy Voronin,Ukraine,81,83,81,64,79,62,64
305,Iraola,Spain,81,82,70,79,78,79,60
306,Adriano,Brazil,81,77,85,55,73,61,83
307,David Suazo,Honduras,81,90,78,60,77,67,78
308,Stewart Downing,England,81,81,76,79,83,53,64
309,Deco,Portugal,81,73,79,87,86,65,65
310,Maxwell,Brazil,81,83,64,81,81,77,72
311,Milan Baroš,Czech Republic,81,83,78,69,80,59,76
312,Heiko Westermann,Germany,81,77,65,64,59,81,84
313,Sinama Pongolle,France,81,89,78,64,80,53,66
314,Francesco Tavano,Italy,81,78,80,70,82,60,69
315,Martín Palermo,Argentina,81,72,83,67,76,61,84
316,Mathieu Bodmer,France,81,75,79,81,77,78,84
317,Jermain Defoe,England,81,87,79,50,83,56,69
318,Mohamed Zidan,Egypt,81,85,75,69,84,55,68
319,Raúl,Spain,81,73,79,72,82,60,78
320,Benoît Cheyrou,France,81,77,76,81,76,78,74
321,Ronaldo,Brazil,81,74,82,66,88,54,60
322,Zé Roberto,Brazil,81,81,62,84,86,80,72
323,Claudio Pizarro,Peru,81,76,82,60,77,64,85
324,Quaresma,Portugal,81,87,77,76,85,47,54
325,John Arne Riise,Norway,81,76,81,82,71,79,68
326,Owen Hargreaves,England,81,81,68,81,75,82,68
327,Craig Bellamy,Wales,81,90,77,66,80,69,68
328,Arjen Robben,Netherlands,81,91,82,79,90,54,52
329,Andrea Pirlo,Italy,81,62,79,92,84,70,58
330,David Trezeguet,France,81,76,80,65,75,66,89
331,Tamudo,Spain,81,85,77,68,82,58,68
332,Mancini,Brazil,81,84,78,75,82,60,56
333,Alessandro Nesta,Italy,81,80,36,59,61,83,79
334,Frédéric Kanouté,Mali,81,83,81,52,80,65,79
335,Luis García,Spain,81,83,79,64,79,57,80
336,Sebastian Larsson,Sweden,80,77,78,80,80,64,68
337,Landon Donovan,United States,80,90,78,76,82,59,66
338,Diego Perotti,Argentina,80,87,69,73,86,52,62
339,Borja Valero,Spain,80,73,77,86,77,67,66
340,Gareth Bale,Wales,80,85,72,73,71,77,65
341,Alexis Alejandro Sánchez,Chile,80,88,74,74,85,65,57
342,Vedran Ćorluka,Croatia,80,76,58,73,71,79,84
343,Vassilis Torosidis,Greece,80,88,52,70,69,77,68
344,Hernanes,Brazil,80,75,77,77,80,76,66
345,Marcelo,Brazil,80,86,63,80,81,73,64
346,Claudio Marchisio,Italy,80,79,73,78,77,77,66
347,Stephen Ireland,Republic of Ireland,80,80,79,76,80,74,66
348,Rafinha,Brazil,80,85,58,76,80,76,68
349,David Silva,Spain,80,85,84,78,88,57,61
350,Luis Antonio Valencia,Ecuador,80,88,73,70,85,67,62
351,Marcell Jansen,Germany,80,85,66,80,75,74,76
352,Thiago Silva,Brazil,80,84,62,44,58,80,80
353,Leighton Baines,England,80,79,73,82,78,77,72
354,Fred,Brazil,80,77,80,67,74,62,82
355,Jesús Gámez,Spain,80,78,48,66,67,81,72
356,Jefferson Farfán,Peru,80,88,76,73,85,58,50
357,Manuel Fernandes,Portugal,80,82,67,76,82,80,65
358,Ryan Babel,Netherlands,80,87,73,68,87,56,60
359,Hugo Ibarra,Argentina,80,82,73,71,73,76,74
360,Romaric,Ivory Coast,80,77,76,81,77,71,71
361,Edgar Osvaldo Barreto,Paraguay,80,77,77,78,76,74,58
362,Grafite,Brazil,80,79,79,58,77,68,84
363,Gaël Clichy,France,80,90,45,78,82,75,71
364,Daniel Agger,Denmark,80,72,69,65,60,81,87
365,Christian Pander,Germany,80,82,75,78,75,76,69
366,Jeda,Brazil,80,84,75,69,78,60,77
367,Klaas Jan Huntelaar,Netherlands,80,74,82,60,76,63,82
368,Luisão,Brazil,80,69,56,63,55,83,85
369,Riki,Spain,80,85,74,69,79,59,74
370,Ismael Blanco,Argentina,80,79,75,63,79,56,86
371,Guillermo Barros Sche...,Argentina,80,75,78,85,81,63,65
372,Pablo Zabaleta,Argentina,80,75,59,78,80,79,74
373,Jô,Brazil,80,87,75,61,82,53,75
374,Nani,Portugal,80,87,77,70,87,53,48
375,Kléber,Brazil,80,78,76,72,82,71,72
376,Bakari Koné,Ivory Coast,80,87,76,68,81,53,58
377,Elano,Brazil,80,83,81,79,82,59,61
378,Anthony Réveillère,France,80,83,61,74,54,78,75
379,Felipe Melo,Brazil,80,73,70,82,74,83,79
380,Marco Borriello,Italy,80,80,78,58,78,65,83
381,Piotr Trochowski,Germany,80,82,83,81,82,56,64
382,Philipp Lahm,Germany,80,85,53,83,84,76,64
383,Achille Emana,Cameroon,80,83,73,74,75,81,69
384,Güiza,Spain,80,82,80,61,75,58,72
385,Duda,Portugal,80,79,77,83,78,65,60
386,Yakubu,Nigeria,80,87,77,59,76,65,76
387,Hamit Altintop,Turkey,80,79,78,79,76,73,64
388,Daniele Conti,Italy,80,77,73,80,75,77,70
389,Cacau,Germany,80,86,77,59,80,52,74
390,Phil Jagielka,England,80,73,52,72,56,83,78
391,Matthew Taylor,England,80,73,85,78,75,70,72
392,Massimo Ambrosini,Italy,80,76,69,81,74,79,86
393,John Utaka,Nigeria,80,86,74,63,80,60,74
394,Cristian Daniel Ledesma,Argentina,80,75,75,82,77,74,69
395,Mark Bresciano,Australia,80,82,76,75,75,75,73
396,Thomas Hitzlsperger,Germany,80,73,81,77,66,81,73
397,John Heitinga,Netherlands,80,78,55,72,62,80,79
398,Thiago Motta,Brazil,80,73,70,80,76,82,77
399,Jermaine Jenas,England,80,79,79,78,74,74,71
400,Emiliano Moretti,Italy,80,78,49,64,62,81,78
401,Juan,Brazil,80,70,50,65,62,83,88
402,Florent Malouda,France,80,84,77,78,85,62,60
403,Rafael van der Vaart,Netherlands,80,74,84,86,82,58,62
404,Joaquín,Spain,80,86,72,72,89,53,58
405,Zdeněk Grygera,Czech Republic,80,79,64,72,70,78,80
406,Antonio Floro Flores,Italy,80,84,74,69,78,62,76
407,Belletti,Brazil,80,75,71,80,69,78,74
408,Juan Román Riquelme,Argentina,80,67,81,90,85,58,58
409,Yaya Gnegneri Touré,Ivory Coast,80,75,70,76,79,86,80
410,Martin Petrov,Bulgaria,80,82,81,79,78,51,46
411,Andrew Johnson,England,80,83,79,58,79,59,71
412,Cristiano Zanetti,Italy,80,73,74,80,75,80,71
413,Seydou Keita,Mali,80,77,73,75,75,84,78
414,El-Hadji Diouf,Senegal,80,85,77,64,84,60,62
415,Marchena,Spain,80,67,55,70,66,83,82
416,Ruud Van Nistelrooy,Netherlands,80,69,80,71,81,67,78
417,Casquero,Spain,80,77,77,80,74,76,68
418,Marek Jankulovski,Czech Republic,80,80,71,80,75,76,72
419,Alberto Gilardino,Italy,80,79,80,51,77,66,90
420,Jamie Carragher,England,80,68,34,56,40,87,84
421,Simone Perrotta,Italy,80,80,74,78,75,78,74
422,Nicola Legrottaglie,Italy,80,74,58,62,57,82,84
423,Julio Ricardo Cruz,Argentina,80,75,81,60,77,67,84
424,Louis Saha,France,80,83,79,53,78,62,79
425,John O'Shea,Republic of Ireland,80,75,49,72,65,81,86
426,Harry Kewell,Australia,80,79,76,76,82,49,66
427,Bosingwa,Portugal,80,89,60,81,81,75,66
428,Javier Saviola,Argentina,80,89,74,70,84,53,62
429,Ryan Giggs,Wales,80,78,78,85,84,59,66
430,David Suazo,Honduras,79,91,79,60,76,63,76
431,Davide Santon,Italy,79,85,54,69,72,76,70
432,Ramires,Brazil,79,87,69,74,78,75,73
433,Neven Subotic,Serbia,79,74,66,64,62,79,84
434,David Luiz,Brazil,79,76,61,67,70,78,78
435,Loïc Remy,France,79,83,75,66,76,58,76
436,Robert Acquafresca,Italy,79,78,76,65,76,59,80
437,Takayuki Morimoto,Japan,79,87,73,64,76,65,73
438,Miguel Veloso,Portugal,79,74,75,78,75,77,71
439,Cristián Zapata,Colombia,79,75,54,62,59,80,75
440,Monreal,Spain,79,82,61,69,69,77,75
441,Marouane Fellaini,Belgium,79,75,70,76,77,82,89
442,Marko Pantelić,Serbia,79,82,75,66,78,60,76
443,Luca Cigarini,Italy,79,77,72,78,77,73,56
444,Danijel Pranjić,Croatia,79,81,75,78,77,68,62
445,Marek Hamšik,Slovakia,79,83,76,77,81,65,74
446,Marco Motta,Italy,79,82,66,74,74,75,69
447,Gervinho,Ivory Coast,79,80,73,64,83,63,73
448,Giovani dos Santos,Mexico,79,86,72,70,84,47,58
449,Lee Cattermole,England,79,76,70,78,71,81,69
450,Carlos Vela,Mexico,79,84,72,74,80,50,70
451,Zdravko Kuzmanović,Serbia,79,78,74,77,80,70,60
452,Patrick Helmes,Germany,79,83,79,59,74,60,72
453,Theo Walcott,England,79,95,72,68,83,57,50
454,Chinedu Ogbuke Obasi,Nigeria,79,92,72,62,78,55,66
455,Nedum Onuoha,England,79,87,41,60,54,79,72
456,André Dias,Brazil,79,72,51,63,55,81,81
457,Abou Diaby,France,79,80,69,73,80,80,78
458,Rolando,Portugal,79,75,53,62,61,80,83
459,Jorge Wagner,Brazil,79,72,74,83,76,72,66
460,Moussa Dembélé,Belgium,79,79,75,70,84,68,68
461,Tiberio Guarente,Italy,79,75,74,79,74,76,70
462,Bafétimbi Gomis,France,79,88,75,58,76,66,76
463,Mathieu Chalmé,France,79,81,60,82,68,77,70
464,Ibrahim Afellay,Netherlands,79,83,76,80,85,57,54
465,Thomas Vermaelen,Belgium,79,71,54,69,59,80,84
466,Antonio Nocerino,Italy,79,78,70,75,76,80,66
467,Mathieu Flamini,France,79,81,63,79,76,78,72
468,Ionuţ Cristian Săpunaru,Romania,79,76,55,67,68,78,81
469,Luis Amaranto Perea,Colombia,79,79,37,61,52,81,80
470,Diego Souza,Brazil,79,78,78,72,86,73,71
471,Steven Davis,Northern Ireland,79,78,71,76,81,78,69
472,Pavel Pogrebnyak,Russia,79,73,83,64,68,66,86
473,Soldado,Spain,79,82,76,51,79,60,78
474,Arbeloa,Spain,79,75,52,71,62,80,70
475,Negredo,Spain,79,72,80,59,73,66,88
476,Gökhan Gönül,Turkey,79,86,56,70,79,76,62
477,Milan Jovanović,Serbia,79,88,72,66,82,68,64
