,NAME,NATIONALITY,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
49,Ángel Di María,Argentina,91,92,87,90,91,62,70
50,Sergio Ramos,Spain,91,84,67,80,78,90,92
51,James Rodríguez,Colombia,91,86,93,96,96,63,76
52,Arturo Vidal,Chile,91,84,89,90,89,86,78
53,Giorgio Chiellini,Italy,91,81,64,73,66,93,90
54,Vincent Kompany,Belgium,91,78,62,80,78,91,86
55,Luis Suárez,Uruguay,91,85,94,82,94,60,82
56,Robin van Persie,Netherlands,91,78,93,84,88,51,75
57,Eden Hazard,Belgium,91,92,92,91,93,52,66
58,Dani Alves,Brazil,91,95,78,88,91,86,80
59,Zlatan Ibrahimović,Sweden,91,78,93,84,91,56,83
60,Franck Ribéry,France,91,91,83,86,94,49,57
61,Thomas Müller,Germany,90,87,95,91,90,59,83
62,Falcao,Colombia,90,78,86,61,81,54,89
63,Neymar,Brazil,90,95,93,86,97,47,64
64,Bastian Schweinsteiger,Germany,90,65,85,92,88,82,77
65,Thiago Silva,Brazil,90,83,65,78,75,92,88
66,Philipp Lahm,Germany,90,82,61,90,86,88,71
67,Miroslav Klose,Germany,90,90,93,78,94,62,99
68,Robin van Persie,Netherlands,90,76,89,82,86,49,71
69,Bastian Schweinsteiger,Germany,90,65,85,92,88,82,77
70,Thiago Silva,Brazil,90,83,65,78,75,92,88
71,Neymar,Brazil,90,95,93,86,97,47,64
72,Miroslav Klose,Germany,90,90,93,78,94,62,99
73,Hulk,Brazil,90,91,92,90,90,65,81
74,Diego Costa,Spain,90,89,92,69,88,63,88
75,Luka Modrić,Croatia,90,80,80,92,91,75,70
76,Medhi Benatia,Morocco,90,79,50,71,70,94,92
77,Marco Reus,Germany,90,94,94,88,93,52,68
78,Gareth Bale,Wales,90,95,92,88,90,77,79
79,Iniesta,Spain,90,76,74,93,93,67,57
80,Eden Hazard,Belgium,90,91,88,90,93,51,65
81,Arjen Robben,Netherlands,90,93,89,84,93,50,62
82,Luis Suárez,Uruguay,90,84,92,79,93,59,81
83,Sergio Agüero,Argentina,90,90,90,79,91,46,75
84,Zlatan Ibrahimović,Sweden,90,77,92,80,90,55,81
85,Robin van Persie,Netherlands,90,77,91,83,86,50,74
86,Falcao,Colombia,90,78,86,61,81,54,89
87,Franck Ribéry,France,90,91,78,82,93,47,55
88,Robert Lewandowski,Poland,89,85,90,74,89,57,88
89,Ángel Di María,Argentina,89,91,85,89,90,61,65
90,Cesc Fàbregas,Spain,89,71,85,95,88,70,75
91,Thomas Müller,Germany,89,86,93,90,89,58,82
92,James Rodríguez,Colombia,89,85,92,95,94,62,75
93,Mats Hummels,Germany,89,69,67,83,73,94,95
94,Thiago Silva,Brazil,89,82,64,77,73,91,87
95,Neymar,Brazil,89,94,89,84,95,46,63
96,Mats Hummels,Germany,89,69,67,83,73,94,95
97,James Rodríguez,Colombia,89,85,92,95,94,62,75
98,Thomas Müller,Germany,89,86,93,90,89,58,82
99,Falcao,Colombia,89,78,85,61,81,54,89
100,Diego Godín,Uruguay,89,71,59,75,67,92,90
101,Toni Kroos,Germany,89,62,88,92,89,68,63
102,John Terry,England,89,49,58,70,58,93,92
103,Gareth Bale,Wales,89,94,90,87,88,76,78
104,David Silva,Spain,89,79,80,88,91,48,61
105,Bastian Schweinsteiger,Germany,89,64,82,89,85,81,76
106,Eden Hazard,Belgium,89,90,85,88,92,50,64
107,Luis Suárez,Uruguay,89,83,89,77,92,58,78
108,Arjen Robben,Netherlands,89,92,87,82,93,49,61
109,Philipp Lahm,Germany,89,81,60,89,85,87,70
110,Sergio Agüero,Argentina,89,89,88,74,91,45,74
111,Zlatan Ibrahimović,Sweden,89,76,89,79,88,53,79
112,Xavi,Spain,89,66,73,92,86,68,54
113,Robin van Persie,Netherlands,89,76,89,82,84,49,69
114,Iniesta,Spain,89,75,72,91,91,66,55
115,Antonio Di Natale,Italy,88,89,94,84,92,49,66
116,Jermain Defoe,England,88,89,94,69,87,48,77
117,Wesley Sneijder,Netherlands,88,76,90,93,89,65,58
118,Thomas Müller,Germany,88,85,90,87,87,57,80
119,Mats Hummels,Germany,88,68,66,81,72,92,93
120,James Rodríguez,Colombia,88,84,90,94,93,61,74
121,Ángel Di María,Argentina,88,91,83,88,90,60,63
122,Karim Benzema,France,88,87,90,83,87,50,80
123,Neymar,Brazil,88,93,85,81,94,45,61
124,Wesley Sneijder,Netherlands,88,76,90,93,89,65,58
125,Karim Benzema,France,88,87,90,83,87,50,80
126,Ángel Di María,Argentina,88,91,83,88,90,69,63
127,Xavi,Spain,88,66,73,91,85,67,54
128,Sergio Agüero,Argentina,88,88,84,74,90,44,72
129,Franck Ribéry,France,88,90,78,82,89,47,50
130,Ezequiel Garay,Argentina,88,60,71,80,72,92,91
131,Ivan Rakitić,Croatia,88,75,91,93,89,67,61
132,Pepe,Portugal,88,79,59,68,64,90,87
133,Mario Mandžukić,Croatia,88,81,85,68,82,56,92
134,Leighton Baines,England,88,84,83,86,84,88,80
135,Steven Gerrard,England,88,73,92,92,85,81,82
136,Danny,Portugal,88,90,81,87,91,50,56
137,Daniele De Rossi,Italy,88,73,79,86,83,88,89
138,Edinson Cavani,Uruguay,88,84,88,69,82,57,86
139,Juan Mata,Spain,88,79,80,85,89,47,65
140,Eden Hazard,Belgium,88,89,82,85,90,49,63
141,Carlos Tévez,Argentina,88,83,91,82,88,59,74
142,Thiago Silva,Brazil,88,81,62,75,72,89,85
143,Cesc Fàbregas,Spain,88,70,84,93,87,69,74
144,Luis Suárez,Uruguay,88,82,85,76,91,57,75
145,Gareth Bale,Wales,88,93,87,85,86,75,77
146,Robert Lewandowski,Poland,88,84,87,72,87,55,85
147,Mesut Özil,Germany,88,77,77,87,89,45,58
148,Philipp Lahm,Germany,88,80,58,87,83,85,68
149,David Silva,Spain,88,78,78,86,89,46,59
150,Sergio Agüero,Argentina,88,88,84,73,90,44,72
151,Bastian Schweinsteiger,Germany,88,63,81,86,83,80,74
152,Arjen Robben,Netherlands,88,92,85,80,92,47,58
153,Diego Costa,Spain,87,86,89,66,85,60,84
154,Clint Dempsey,United States,87,80,92,84,88,58,88
155,Nemanja Vidić,Serbia,87,53,41,58,51,86,90
156,Toni Kroos,Germany,87,60,87,92,88,67,61
157,Mario Götze,Germany,87,84,83,86,93,53,65
158,Gonzalo Higuaín,Argentina,87,81,91,70,82,48,80
159,James Rodríguez,Colombia,87,83,88,93,92,60,70
160,Mats Hummels,Germany,87,67,64,79,71,90,91
161,Andrea Pirlo,Italy,87,59,79,93,84,68,54
162,Thomas Müller,Germany,87,84,88,85,85,56,79
163,Karim Benzema,France,87,86,88,79,86,48,79
164,Toni Kroos,Germany,87,60,87,92,88,67,61
165,Gonzalo Higuaín,Argentina,87,81,91,70,82,48,80
166,Wayne Rooney,England,87,77,87,83,83,59,81
167,David Silva,Spain,87,78,78,86,89,46,59
168,Mesut Özil,Germany,87,78,75,86,89,45,55
169,Edinson Cavani,Uruguay,87,83,84,66,81,56,84
170,Mario Götze,Germany,87,84,83,86,93,53,65
171,Andrea Pirlo,Italy,87,59,79,93,84,68,54
172,Antoine Griezmann,France,87,90,89,84,91,50,72
173,Koke,Spain,87,80,84,92,90,69,72
174,Filipe Luís,Brazil,87,88,70,86,85,88,73
175,Antonio Di Natale,Italy,87,88,92,83,91,47,64
176,Blaise Matuidi,France,87,83,74,86,86,90,86
177,Jérémy Toulalan,France,87,57,60,85,77,86,81
178,Paul Pogba,France,87,80,88,90,92,83,89
179,Juan Cuadrado,Colombia,87,96,83,87,93,67,66
180,Antonio Candreva,Italy,87,88,84,88,89,70,68
181,Samir Nasri,France,87,84,85,88,91,55,65
182,Wesley Sneijder,Netherlands,87,75,88,91,88,64,57
183,David Alaba,Austria,87,89,78,92,88,89,78
184,Per Mertesacker,Germany,87,40,50,67,52,93,88
185,Daniel Sturridge,England,87,93,89,74,90,51,79
186,Sergio Ramos,Spain,87,81,65,77,75,87,90
187,Marco Reus,Germany,87,93,90,84,89,49,64
188,Yaya Touré,Ivory Coast,87,78,79,82,80,85,85
189,Ezequiel Lavezzi,Argentina,87,90,85,77,91,51,64
190,Arturo Vidal,Chile,87,81,83,86,85,84,73
191,Giorgio Chiellini,Italy,87,78,57,67,59,89,84
192,Juan Mata,Spain,87,78,76,83,87,45,64
193,Piqué,Spain,87,63,55,77,68,89,83
194,Pedro,Spain,87,86,86,84,88,52,61
195,Ángel Di María,Argentina,87,90,81,86,88,59,61
196,Carlos Tévez,Argentina,87,82,90,80,86,58,73
197,Cesc Fàbregas,Spain,87,69,82,91,84,67,73
198,Robert Lewandowski,Poland,87,83,83,70,86,54,84
199,Mesut Özil,Germany,87,76,74,85,87,44,55
200,Gareth Bale,Wales,87,93,84,82,84,74,74
201,Edinson Cavani,Uruguay,87,83,84,66,80,56,84
202,Juan Mata,Spain,87,78,76,83,87,45,64
203,Mesut Özil,Germany,87,76,74,85,87,44,55
204,Gareth Bale,Wales,87,93,84,82,84,74,74
205,Thiago Silva,Brazil,87,80,61,73,71,87,83
206,Nemanja Vidić,Serbia,87,53,41,58,51,86,90
207,Philipp Lahm,Germany,87,79,57,84,81,82,66
208,Wayne Rooney,England,87,76,87,83,83,59,81
209,Ángel Di María,Argentina,86,90,78,83,86,58,60
210,Robert Lewandowski,Poland,86,82,78,64,84,52,83
211,Cesc Fàbregas,Spain,86,68,79,90,82,66,70
212,Alexis Sánchez,Chile,86,91,91,82,91,58,70
213,Javier Mascherano,Argentina,86,70,65,82,73,89,74
214,Ezequiel Garay,Argentina,86,57,68,75,71,91,90
215,Toni Kroos,Germany,86,59,86,91,87,66,60
216,Klaas-Jan Huntelaar,Netherlands,86,73,87,67,76,51,86
217,Diego Godín,Uruguay,86,69,57,72,62,89,88
218,Oscar,Brazil,86,85,81,86,89,48,56
219,Diego Godín,Uruguay,86,69,57,72,62,89,88
220,Klaas-Jan Huntelaar,Netherlands,86,73,87,67,76,51,86
221,Alexis Sánchez,Chile,86,91,91,82,91,58,70
222,Oscar,Brazil,86,85,81,86,89,48,56
223,Ezequiel Garay,Argentina,86,57,68,75,71,91,90
224,Yaya Touré,Ivory Coast,86,77,78,80,80,83,84
225,Vincent Kompany,Belgium,86,75,59,75,75,86,82
226,Piqué,Spain,86,62,52,76,67,86,81
227,Sergio Ramos,Spain,86,80,61,74,72,83,87
228,Cesc Fàbregas,Spain,86,68,79,90,82,66,70
229,Javier Mascherano,Argentina,86,70,65,82,73,89,74
230,Dušan Tadić,Serbia,86,80,87,91,90,55,70
231,Arturo Vidal,Chile,86,79,79,82,82,82,70
232,Mario Götze,Germany,86,83,78,84,91,52,64
233,Antonio Di Natale,Italy,86,87,90,82,90,46,63
234,Aaron Ramsey,Wales,86,78,89,89,89,79,72
235,Nemanja Matić,Serbia,86,71,74,85,82,85,83
236,Alessio Cerci,Italy,86,88,84,87,89,55,62
237,Jackson Martínez,Colombia,86,87,83,70,82,64,92
238,Gabi,Spain,86,74,79,89,80,77,63
239,Gonzalo Higuaín,Argentina,86,80,89,67,80,47,78
240,Hulk,Brazil,86,88,90,86,87,62,76
241,James Rodríguez,Colombia,86,82,87,92,91,59,69
242,Diego Costa,Spain,86,85,87,64,83,59,83
243,Arturo Vidal,Chile,86,80,79,83,83,83,72
244,Mats Hummels,Germany,86,66,61,76,69,88,87
245,Samir Nasri,France,86,83,83,86,89,54,63
246,Thomas Müller,Germany,86,83,84,83,82,55,77
247,Medhi Benatia,Morocco,86,75,44,66,65,91,88
248,Luka Modrić,Croatia,86,77,77,89,88,71,63
249,Wesley Sneijder,Netherlands,86,74,86,90,86,63,55
250,Santi Cazorla,Spain,86,79,81,87,88,52,64
251,Jesús Navas,Spain,86,91,76,82,88,45,59
252,Karim Benzema,France,86,85,85,76,84,47,78
253,Ezequiel Lavezzi,Argentina,86,89,82,75,90,50,62
254,Pedro,Spain,86,85,80,81,87,53,59
255,Marco Reus,Germany,86,92,88,82,87,48,62
256,Robert Lewandowski,Poland,86,82,78,64,84,52,83
257,Ángel Di María,Argentina,86,90,78,83,86,58,60
258,Luis Suárez,Uruguay,86,81,83,75,90,56,72
259,Cesc Fàbregas,Spain,86,68,79,90,82,66,70
260,Sergio Ramos,Spain,86,80,61,74,72,84,86
261,Piqué,Spain,86,62,52,76,67,86,81
262,Mario Gomez,Germany,86,79,79,60,72,48,84
263,Carlos Tévez,Argentina,86,81,85,77,84,56,72
264,Vincent Kompany,Belgium,86,73,57,74,72,86,80
265,Giorgio Chiellini,Italy,86,77,54,66,58,86,82
266,Yaya Touré,Ivory Coast,86,77,74,80,79,83,84
267,Andrea Pirlo,Italy,86,58,76,91,82,67,52
268,Xabi Alonso,Spain,85,55,75,88,70,81,66
269,Stevan Jovetić,Montenegro,85,82,85,79,89,51,78
270,Mathieu Valbuena,France,85,87,80,89,87,47,52
271,Aaron Ramsey,Wales,85,75,87,89,87,76,70
272,Thierry Henry,France,85,80,85,80,87,49,71
273,Landon Donovan,United States,85,89,85,83,84,59,69
274,Ashley Cole,England,85,76,61,80,78,82,71
275,Paul Pogba,France,85,79,86,88,90,82,88
276,Jermain Defoe,England,85,86,91,63,85,45,72
277,Blaise Matuidi,France,85,83,73,85,83,89,84
278,Ezequiel Garay,Argentina,85,56,67,72,69,90,89
279,Javier Mascherano,Argentina,85,69,63,78,70,87,72
280,Sami Khedira,Germany,85,61,74,78,66,87,80
281,Edin Džeko,Bosnia Herzegovina,85,74,89,72,85,53,81
282,Alexis Sánchez,Chile,85,90,88,80,89,57,69
283,Sami Khedira,Germany,85,61,74,78,66,87,80
284,Paul Pogba,France,85,79,86,88,90,82,88
285,Blaise Matuidi,France,85,83,73,85,83,89,84
286,Edin Džeko,Bosnia Herzegovina,85,74,89,72,85,53,81
287,Xabi Alonso,Spain,85,55,75,88,70,81,66
288,Daniele De Rossi,Italy,85,69,75,80,76,84,83
289,Dani Alves,Brazil,85,90,72,82,85,80,72
290,Luka Modrić,Croatia,85,76,76,86,86,69,61
291,Juan Mata,Spain,85,78,75,82,86,45,64
292,Marco Reus,Germany,85,91,86,80,86,48,59
293,Pedro,Spain,85,84,74,80,85,51,57
294,Sergio Busquets,Spain,85,56,58,77,75,82,71
295,Dayro Moreno,Colombia,85,89,90,78,89,53,72
296,Seydou Doumbia,Ivory Coast,85,93,82,69,90,54,79
297,Aduriz,Spain,85,73,89,68,78,58,94
298,Juanfran,Spain,85,88,66,83,85,90,70
299,Marko Baša,Montenegro,85,64,60,73,65,91,90
300,Maicon,Brazil,85,85,83,86,80,90,86
301,Gervinho,Ivory Coast,85,92,77,84,89,54,61
302,Sokratis,Greece,85,80,60,79,69,90,89
303,Thiago Motta,Italy,85,55,80,85,78,81,86
304,Gary Cahill,England,85,78,60,58,65,85,88
305,Oscar,Brazil,85,84,79,83,88,47,54
306,Diego Godín,Uruguay,85,68,51,69,61,89,87
307,Klaas-Jan Huntelaar,Netherlands,85,72,85,63,73,51,83
308,Diego Costa,Spain,85,84,85,62,82,58,82
309,John Terry,England,85,44,52,62,52,90,87
310,Medhi Benatia,Morocco,85,74,43,64,64,90,85
311,Gonzalo Higuaín,Argentina,85,79,84,65,78,46,77
312,Arda Turan,Turkey,85,75,79,86,90,50,71
313,Samuel Eto'o,Cameroon,85,91,86,70,88,51,76
314,Soldado,Spain,85,79,85,68,80,55,82
315,James Rodríguez,Colombia,85,81,83,89,89,58,68
316,Mario Balotelli,Italy,85,85,86,68,87,50,76
317,Samir Nasri,France,85,82,80,85,88,52,62
318,Wesley Sneijder,Netherlands,85,73,81,89,85,62,53
319,Toni Kroos,Germany,85,58,84,89,85,64,58
320,Neymar,Brazil,85,91,83,80,93,44,60
321,Hulk,Brazil,85,87,88,83,85,61,75
322,Isco,Spain,85,81,76,83,90,47,63
323,Antonio Di Natale,Italy,85,86,86,80,87,45,60
324,Mario Götze,Germany,85,82,72,80,90,51,62
325,Thomas Müller,Germany,85,82,81,81,80,53,74
326,Sergio Busquets,Spain,85,56,58,77,75,83,71
327,Pedro,Spain,85,84,74,80,85,51,57
328,Marco Reus,Germany,85,91,86,80,86,47,60
329,Eden Hazard,Belgium,85,87,79,83,88,48,62
330,Arturo Vidal,Chile,85,79,77,82,82,82,71
331,Mats Hummels,Germany,85,65,58,75,68,86,85
332,Luka Modrić,Croatia,85,76,76,86,86,69,61
333,Karim Benzema,France,85,84,82,71,82,46,76
334,Ezequiel Lavezzi,Argentina,85,88,77,74,88,49,60
335,Santi Cazorla,Spain,85,78,77,85,86,50,62
336,Jesús Navas,Spain,85,91,71,79,86,43,57
337,Xabi Alonso,Spain,85,55,75,88,70,81,66
338,Ashley Cole,England,85,76,61,80,78,82,71
339,Jackson Martínez,Colombia,84,84,81,69,81,61,89
340,Negredo,Spain,84,72,82,62,78,51,82
341,Samuel Eto'o,Cameroon,84,91,81,69,86,50,75
342,Medhi Benatia,Morocco,84,73,42,62,63,87,83
343,Mario Balotelli,Italy,84,84,82,67,85,48,75
344,Mario Mandžukić,Croatia,84,78,81,64,79,55,89
345,Pierre-Emerick Aubame...,Gabon,84,96,87,82,82,58,83
346,Robbie Keane,Republic of Ireland,84,77,85,77,85,54,69
347,Toni Kroos,Germany,84,57,83,85,83,62,56
348,Diego Costa,Spain,84,83,80,60,80,57,80
349,Paul Pogba,France,84,78,85,87,89,81,86
350,David Villa,Spain,84,78,88,76,88,48,73
351,Mathieu Valbuena,France,84,86,79,87,86,46,51
352,Blaise Matuidi,France,84,82,72,83,81,87,82
353,Juan Cuadrado,Colombia,84,95,78,85,91,65,62
354,Jermain Defoe,England,84,85,89,61,83,44,71
355,David Villa,Spain,84,78,88,76,88,48,73
356,Negredo,Spain,84,75,82,67,78,51,84
357,Jesús Navas,Spain,84,91,71,79,86,42,57
358,Javi Martinez,Spain,84,57,62,76,72,85,82
359,Santi Cazorla,Spain,84,78,78,84,86,61,62
360,Claudio Marchisio,Italy,84,79,77,83,82,77,68
361,Giorgio Chiellini,Italy,84,77,51,66,58,86,82
362,Mario Gomez,Germany,84,76,78,60,71,48,84
363,Mathieu Valbuena,France,84,86,79,87,86,46,51
364,Juan Cuadrado,Colombia,84,95,78,85,91,65,62
365,Hulk,Brazil,84,86,85,79,83,60,74
366,Andrea Barzagli,Italy,84,73,39,61,60,86,80
367,Jérôme Boateng,Germany,84,76,53,76,70,86,84
368,Aaron Ramsey,Wales,84,74,86,88,86,75,69
369,Rémy Cabella,France,84,85,84,85,88,56,57
370,José Callejón,Spain,84,93,81,72,87,47,67
371,Gabriel Paletta,Argentina,84,63,52,60,49,87,87
372,Roberto Firmino,Brazil,84,80,82,85,88,48,76
373,Ömer Toprak,Turkey,84,81,49,73,73,88,86
374,Edin Džeko,Bosnia Herzegovina,84,73,86,70,83,52,78
375,Adam Lallana,England,84,84,80,87,90,63,75
376,Łukasz Piszczek,Poland,84,86,70,79,76,83,79
377,Leandro Castán,Brazil,84,65,49,60,56,86,83
378,Pepe,Portugal,84,75,52,62,59,86,82
379,Kaká,Brazil,84,72,87,84,88,47,54
380,Steven Gerrard,England,84,68,87,88,79,75,76
381,Laurent Koscielny,France,84,79,42,68,63,86,83
382,Diego,Brazil,84,76,78,83,87,52,62
383,Didier Drogba,Ivory Coast,84,73,85,72,78,52,88
384,Marcelo,Brazil,84,83,71,82,85,83,71
385,Oscar,Brazil,84,83,75,81,86,45,52
386,Negredo,Spain,84,74,83,64,79,52,83
387,Diego Costa,Spain,84,83,80,60,80,57,80
388,Antoine Griezmann,France,84,87,83,79,88,46,68
389,Medhi Benatia,Morocco,84,73,42,62,63,87,83
390,Yohan Cabaye,France,84,70,83,86,82,76,71
391,Ezequiel Garay,Argentina,84,55,66,74,67,89,87
392,Alexis Sánchez,Chile,84,89,86,77,88,56,67
393,Diego Godín,Uruguay,84,67,50,68,60,86,86
394,John Terry,England,84,43,48,60,51,87,86
395,João Moutinho,Portugal,84,79,77,87,84,75,70
396,James Rodríguez,Colombia,84,80,81,86,87,56,67
397,Leighton Baines,England,84,80,78,81,80,81,73
398,Isco,Spain,84,80,73,81,88,46,61
399,Neymar,Brazil,84,90,80,76,92,43,58
400,Hulk,Brazil,84,86,85,79,83,60,74
401,İlkay Gündoğan,Germany,84,82,73,84,87,74,62
402,Mario Balotelli,Italy,84,84,82,67,85,48,75
403,Toni Kroos,Germany,84,57,83,85,83,62,56
404,Stevan Jovetić,Montenegro,84,81,81,77,87,50,76
405,Sami Khedira,Germany,84,59,71,74,64,84,78
406,Javi Martinez,Spain,84,57,62,76,72,84,82
407,Claudio Marchisio,Italy,84,79,78,83,83,76,68
408,Marek Hamšik,Slovakia,84,76,80,83,82,68,74
409,Gonzalo Higuaín,Argentina,84,78,81,63,76,45,75
410,Samir Nasri,France,84,81,76,83,86,50,60
411,Riccardo Montolivo,Italy,84,68,77,87,80,71,63
412,Dante,Brazil,84,68,59,76,70,84,81
413,Klaas-Jan Huntelaar,Netherlands,84,71,82,61,71,49,82
414,Soldado,Spain,84,78,82,64,78,53,81
415,Dani Alves,Brazil,84,90,72,81,83,79,72
416,Arda Turan,Turkey,84,74,75,84,88,49,70
417,Javier Mascherano,Argentina,84,68,60,74,66,85,70
418,Wesley Sneijder,Netherlands,84,72,77,87,83,61,51
419,Andrea Barzagli,Italy,84,69,40,61,59,86,80
420,Diego,Brazil,84,76,78,83,87,52,62
421,Antonio Di Natale,Italy,84,85,86,80,87,45,60
422,Daniele De Rossi,Italy,84,69,75,81,78,83,84
423,Samuel Eto'o,Cameroon,84,91,81,69,86,50,75
424,Shinji Kagawa,Japan,83,83,73,75,88,45,52
425,Jordi Alba,Spain,83,93,69,79,83,82,70
426,Nicolas Nkoulou,Cameroon,83,79,50,75,71,88,81
427,Nani,Portugal,83,84,80,79,88,43,52
428,Didier Drogba,Ivory Coast,83,72,83,69,76,51,86
429,Mario Mandžukić,Croatia,83,77,78,62,77,53,88
430,Rio Ferdinand,England,83,58,43,66,60,84,78
431,James Rodríguez,Colombia,83,79,79,82,85,55,66
432,David Villa,Spain,83,77,85,74,85,47,71
433,David Luiz,Brazil,83,78,71,76,73,82,82
434,Jan Vertonghen,Belgium,83,73,70,77,74,84,84
435,Jackson Martínez,Colombia,83,83,79,68,80,60,88
436,Clint Dempsey,United States,83,75,88,80,85,55,86
437,Antonio Candreva,Italy,83,86,79,84,86,67,62
438,Clint Dempsey,United States,83,75,88,80,85,55,86
439,Soldado,Spain,83,76,81,66,78,53,81
440,Diego Costa,Spain,83,82,79,58,79,56,78
441,Isco,Spain,83,76,74,82,87,46,61
442,João Moutinho,Portugal,83,78,76,83,82,74,69
443,Pepe,Portugal,83,74,48,60,59,82,81
444,Nani,Portugal,83,84,78,79,87,43,52
445,Didier Drogba,Ivory Coast,83,73,83,72,78,52,87
446,Antonio Candreva,Italy,83,86,79,84,86,67,62
447,Mario Balotelli,Italy,83,82,81,67,85,47,76
448,Rafael van der Vaart,Netherlands,83,60,81,84,82,52,58
449,Per Mertesacker,Germany,83,34,41,59,46,86,75
450,İlkay Gündoğan,Germany,83,80,72,83,87,74,62
451,Jérôme Boateng,Germany,83,77,52,73,66,82,82
452,Antonio Valencia,Ecuador,83,87,68,80,82,58,66
453,Mario Mandžukić,Croatia,83,77,77,61,77,55,89
454,Jackson Martínez,Colombia,83,83,79,68,80,60,88
455,Marcelo,Brazil,83,82,67,80,84,81,70
456,David Luiz,Brazil,83,78,71,76,73,82,82
457,Dante,Brazil,83,68,58,76,69,84,80
458,Jan Vertonghen,Belgium,83,73,70,77,74,84,84
459,Ezequiel Lavezzi,Argentina,83,87,77,73,85,49,60
460,Dedé,Brazil,83,72,59,76,68,85,87
461,Éverton Ribeiro,Brazil,83,88,75,77,89,59,63
462,Nico Gaitán,Argentina,83,85,81,82,89,52,60
463,Marco Verratti,Italy,83,73,70,88,88,80,68
464,Rodrigo Palacio,Argentina,83,86,85,78,86,45,74
465,Lucas,Brazil,83,93,80,81,89,54,56
466,Raffael,Brazil,83,82,80,78,90,58,71
467,Raheem Sterling,England,83,95,80,78,90,59,56
468,Dimitar Berbatov,Bulgaria,83,67,85,85,85,44,82
469,Claudio Pizarro,Peru,83,66,88,75,85,50,82
470,Juan Cuadrado,Colombia,83,94,76,82,90,64,60
471,Paul Pogba,France,83,77,83,85,88,80,85
472,Raffael,Brazil,83,82,80,78,90,58,71
473,Susaeta,Spain,83,88,78,85,86,49,60
474,Enzo Pérez,Argentina,83,85,77,81,86,79,70
475,Éverton Ribeiro,Brazil,83,88,75,77,89,58,63
476,Koke,Spain,83,77,77,89,85,63,66
477,Christian Eriksen,Denmark,83,84,78,86,86,56,54
478,Hernanes,Brazil,83,73,83,83,86,70,66
479,David Alaba,Austria,83,87,74,88,84,83,72
480,Giuseppe Rossi,Italy,83,84,89,74,86,43,61
