,NAME,NATIONALITY,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
71,Lionel Messi,Argentina,94,90,92,88,97,30,65
72,Cristiano Ronaldo,Portugal,94,92,92,81,91,33,80
73,Kevin De Bruyne,Belgium,93,82,93,95,93,52,87
74,Sergio Agüero,Argentina,93,93,96,86,94,35,83
75,Paul Pogba,France,93,82,91,95,96,84,94
76,Ciro Immobile,Italy,93,92,97,85,96,57,93
77,Edin Džeko,Bosnia Herzegovina,93,77,96,90,93,50,92
78,Kalidou Koulibaly,Senegal,93,85,50,73,87,98,97
79,Filipe Luís,Brazil,93,88,80,95,90,95,93
80,Yannick Carrasco,Belgium,93,98,94,93,96,45,80
81,Casemiro,Brazil,93,72,91,96,93,95,96
82,Jonas,Brazil,93,81,95,92,96,52,84
83,Florian Thauvin,France,93,92,96,96,97,60,90
84,Christian Eriksen,Denmark,93,85,93,98,97,60,83
85,Zlatan Ibrahimović,Sweden,93,75,94,89,91,43,93
86,Gonzalo Higuaín,Argentina,93,84,95,79,92,38,86
87,Eden Hazard,Belgium,93,93,91,91,96,42,75
88,Robert Lewandowski,Poland,93,84,92,83,91,45,89
89,Dani Alves,Brazil,93,95,84,90,93,89,82
90,Marcelo,Brazil,93,90,80,94,94,92,90
91,Luis Suárez,Uruguay,93,83,92,83,90,46,82
92,Neymar,Brazil,93,92,87,82,96,32,60
93,Gonzalo Higuaín,Argentina,93,84,95,79,92,38,86
94,Lionel Messi,Argentina,93,89,90,86,96,26,61
95,Neymar,Brazil,92,91,84,78,95,30,56
96,David Villa,Spain,92,84,95,88,92,45,82
97,Alejandro Gómez,Argentina,92,99,92,94,97,50,81
98,Alex Sandro,Brazil,92,95,80,93,94,92,91
99,Piqué,Spain,92,70,70,80,73,92,84
100,Iago Aspas,Spain,92,90,95,89,95,45,82
101,Marcelo,Brazil,92,85,78,92,92,90,89
102,Bas Dost,Netherlands,92,72,98,78,88,70,96
103,Bernardo Silva,Portugal,92,89,89,95,96,58,78
104,Falcao,Colombia,92,81,95,85,93,52,90
105,Naby Keïta,Guinea,92,92,91,94,95,86,92
106,Paul Pogba,France,92,81,89,93,94,82,93
107,Sergio Agüero,Argentina,92,92,94,83,93,32,81
108,David Luiz,Brazil,92,85,80,87,88,95,92
109,N'Golo Kanté,France,92,90,85,91,92,92,94
110,Kevin De Bruyne,Belgium,92,81,91,93,91,50,85
111,N'Golo Kanté,France,92,90,85,91,92,92,94
112,Robert Lewandowski,Poland,92,83,90,81,88,43,88
113,Sergio Ramos,Spain,92,81,75,80,82,93,91
114,Zlatan Ibrahimović,Sweden,92,74,93,87,90,40,92
115,Gonzalo Higuaín,Argentina,92,83,94,76,91,34,84
116,Eden Hazard,Belgium,92,92,90,90,95,40,72
117,Robert Lewandowski,Poland,92,83,91,80,89,43,86
118,Paul Pogba,France,92,81,89,93,94,82,93
119,Luis Suárez,Uruguay,92,82,90,79,87,42,79
120,Neymar,Brazil,92,91,84,78,95,30,56
121,Sebastian Giovinco,Italy,91,95,90,89,95,35,70
122,Arturo Vidal,Chile,91,81,93,92,92,93,92
123,Giuliano,Brazil,91,90,93,92,94,57,85
124,Quincy Promes,Netherlands,91,98,93,90,94,40,83
125,Steven N'Zonzi,France,91,67,82,91,88,92,95
126,André-Pierre Gignac,France,91,82,96,87,86,52,90
127,Loïc Perrin,France,91,79,82,87,86,94,93
128,Kamil Glik,Poland,91,69,40,60,65,94,92
129,Thomas Lemar,France,91,93,93,94,95,80,87
130,Lars Stindl,Germany,91,80,96,94,95,82,89
131,Łukasz Piszczek,Poland,91,88,85,92,90,91,92
132,Ousmane Dembélé,France,91,99,92,96,96,60,78
133,Anthony Modeste,France,91,86,97,86,92,50,94
134,Sadio Mané,Senegal,91,99,93,92,96,48,91
135,Dele Alli,England,91,88,93,90,94,75,90
136,Toby Alderweireld,Belgium,91,72,68,82,78,94,89
137,Azpilicueta,Spain,91,86,68,89,87,94,91
138,Arjen Robben,Netherlands,91,90,92,91,94,46,76
139,Isco,Spain,91,79,92,93,94,60,83
140,Jan Vertonghen,Belgium,91,72,75,80,80,93,91
141,Paul Pogba,France,91,80,87,91,92,80,92
142,Ángel Di María,Argentina,91,91,89,92,93,60,85
143,Dele Alli,England,91,88,93,90,94,75,90
144,Paulo Dybala,Argentina,91,93,93,90,96,38,82
145,Kevin De Bruyne,Belgium,91,80,89,92,90,48,83
146,Edinson Cavani,Uruguay,91,83,94,89,91,60,91
147,Mesut Özil,Germany,91,74,85,91,91,30,70
148,Fernando Torres,Spain,91,92,92,84,92,45,86
149,Diego Godín,Uruguay,91,68,60,77,74,93,89
150,Harry Kane,England,91,80,95,89,91,57,92
151,Gonzalo Higuaín,Argentina,91,82,93,73,88,29,80
152,Sergio Agüero,Argentina,91,91,92,80,92,30,78
153,Sergio Ramos,Spain,91,80,72,78,80,92,90
154,Zlatan Ibrahimović,Sweden,91,73,92,84,88,35,90
155,Gonzalo Higuaín,Argentina,91,82,93,73,89,30,81
156,Alexis Sánchez,Chile,91,89,92,87,92,43,87
157,Eden Hazard,Belgium,91,91,87,88,94,36,69
158,Gareth Bale,Wales,91,95,89,87,88,60,78
159,Zlatan Ibrahimović,Sweden,91,72,90,81,85,31,91
160,Robert Lewandowski,Poland,91,82,89,76,87,40,84
161,Mats Hummels,Germany,90,67,64,85,83,93,87
162,Christian Eriksen,Denmark,90,82,92,97,95,58,80
163,Mauro Icardi,Argentina,90,86,93,79,92,38,85
164,Pepe,Portugal,90,72,59,65,68,92,87
165,Henrikh Mkhitaryan,Armenia,90,88,91,95,94,73,89
166,Michael Bradley,United States,90,80,88,90,90,86,93
167,Bastian Schweinsteiger,Germany,90,60,88,90,87,86,86
168,Dirk Kuyt,Netherlands,90,82,93,88,88,80,90
169,Andrea Belotti,Italy,90,87,93,80,91,40,90
170,Mohamed Salah,Egypt,90,99,91,90,96,60,85
171,Keita Baldé Diao,Senegal,90,99,91,90,96,45,88
172,Marcos Acuña,Argentina,90,94,88,93,94,70,90
173,Manuel Fernandes,Portugal,90,88,91,93,94,83,87
174,Arturo Vidal,Chile,90,80,91,90,90,92,91
175,Marquinhos,Brazil,90,81,50,83,86,94,90
176,Corentin Tolisso,France,90,85,90,91,90,88,93
177,Ricardo Pereira,Portugal,90,95,80,91,92,89,84
178,Ryad Boudebouz,Algeria,90,85,91,93,92,45,80
179,Omar Al Soma,Syria,90,86,95,88,90,55,92
180,Martin Škrtel,Slovakia,90,72,55,70,75,93,95
181,Wesley Sneijder,Netherlands,90,80,91,95,94,50,78
182,Quaresma,Portugal,90,91,88,93,96,25,73
183,Samuel Eto'o,Cameroon,90,81,95,89,92,47,85
184,Emil Forsberg,Sweden,90,86,90,97,95,47,88
185,Leonardo Bonucci,Italy,90,73,65,78,80,92,90
186,Heung Min Son,Korea Republic,90,94,95,92,93,47,87
187,Alexandre Lacazette,France,90,91,93,89,94,48,89
188,Marco Reus,Germany,90,92,89,90,91,48,74
189,Leander Dendoncker,Belgium,90,78,87,92,88,92,93
190,Hakim Ziyech,Morocco,90,81,91,96,92,60,85
191,Andrés Guardado,Mexico,90,89,85,92,93,82,80
192,Jens Toornstra,Netherlands,90,80,92,91,90,67,89
193,Nicolai Jørgensen,Denmark,90,86,93,91,92,50,91
194,Adam Lallana,England,90,81,89,92,95,73,86
195,Ander Herrera,Spain,90,79,85,91,92,80,85
196,Marcos Alonso,Spain,90,88,88,91,92,87,92
197,Carvajal,Spain,90,87,55,85,87,90,89
198,Dries Mertens,Belgium,90,96,95,92,94,53,73
199,Diego Costa,Spain,90,81,93,82,89,50,93
200,Pierre-Emerick Aubame...,Gabon,90,99,90,85,87,45,82
201,Giorgio Chiellini,Italy,90,76,55,60,67,93,91
202,Thiago,Spain,90,79,90,93,95,73,80
203,Ángel Di María,Argentina,90,90,88,90,92,57,82
204,Isco,Spain,90,78,91,92,93,56,80
205,Paulo Dybala,Argentina,90,92,92,89,95,35,80
206,Arjen Robben,Netherlands,90,89,91,89,93,44,73
207,David Luiz,Brazil,90,83,80,86,85,91,89
208,Samuel Eto'o,Cameroon,90,93,89,84,89,45,80
209,Romelu Lukaku,Belgium,90,88,94,86,89,49,93
210,Kevin De Bruyne,Belgium,90,79,87,90,89,45,80
211,Antoine Griezmann,France,90,88,90,85,90,40,75
212,Harry Kane,England,90,79,94,87,90,55,91
213,Edinson Cavani,Uruguay,90,82,93,87,90,56,90
214,Thiago Silva,Brazil,90,75,64,77,77,92,83
215,Paul Pogba,France,90,79,85,89,90,78,90
216,Luka Modrić,Croatia,90,75,81,90,91,77,70
217,Diego Godín,Uruguay,90,67,56,74,70,92,87
218,Mesut Özil,Germany,90,73,80,90,89,27,66
219,Sergio Ramos,Spain,90,79,70,75,75,91,88
220,Sergio Agüero,Argentina,90,90,90,78,91,26,74
221,Alexis Sánchez,Chile,90,88,89,85,90,42,84
222,Eden Hazard,Belgium,90,91,85,85,93,35,68
223,Gonzalo Higuaín,Argentina,90,81,91,71,86,27,78
224,Jérôme Boateng,Germany,90,79,50,72,68,90,85
225,Gareth Bale,Wales,90,94,87,84,86,57,76
226,Robert Lewandowski,Poland,90,81,87,74,85,38,82
227,Zlatan Ibrahimović,Sweden,90,72,90,81,85,31,86
228,Ciro Immobile,Italy,89,88,93,81,93,53,90
229,Jonas,Brazil,89,77,92,88,93,48,78
230,Christian Eriksen,Denmark,89,81,90,96,93,55,77
231,Pepe,Portugal,89,71,55,60,64,91,85
232,Scott Sinclair,England,89,95,93,85,92,50,82
233,Darijo Srna,Croatia,89,82,88,94,88,90,88
234,Diego Buonanotte,Argentina,89,85,85,92,93,34,63
235,Taison,Brazil,89,98,90,89,95,57,75
236,Marcus Berg,Sweden,89,83,95,84,90,45,90
237,José Callejón,Spain,89,96,90,84,91,47,80
238,Sami Khedira,Germany,89,71,85,90,85,90,92
239,Artem Dzyuba,Russia,89,80,90,84,86,45,95
240,Fedor Smolov,Russia,89,92,92,83,89,44,85
241,Manu Trigueros,Spain,89,79,82,90,91,72,80
242,Bruno,Spain,89,56,80,90,83,86,87
243,Henrikh Mkhitaryan,Armenia,89,87,89,92,93,71,87
244,Konstantinos Mitroglou,Greece,89,67,92,80,87,40,90
245,Nélson Semedo,Portugal,89,98,70,90,92,87,88
246,Pizzi,Portugal,89,87,90,91,92,67,80
247,Fabinho,Brazil,89,82,78,86,87,89,90
248,Kylian Mbappe Lottin,France,89,91,91,87,92,60,87
249,Marek Hamšik,Slovakia,89,80,90,91,92,80,86
250,Lorenzo Insigne,Italy,89,95,87,90,94,38,70
251,Mahmoud Kahraba,Egypt,89,94,86,89,92,47,84
252,Anderson Talisca,Brazil,89,83,90,91,89,72,84
253,Niklas Süle,Germany,89,64,60,60,60,93,90
254,Timo Werner,Germany,89,98,94,85,92,40,81
255,Pozuelo,Spain,89,72,90,93,92,77,85
256,Héctor Moreno,Mexico,89,75,70,80,80,92,90
257,Davy Klaassen,Netherlands,89,80,90,85,89,79,89
258,Gylfi Sigurðsson,Iceland,89,75,91,90,88,63,80
259,Michael Keane,England,89,77,60,80,80,93,91
260,Antonio Valencia,Ecuador,89,92,80,90,90,88,92
261,Kyle Walker,England,89,96,77,91,85,88,90
262,Coutinho,Brazil,89,86,86,92,93,42,75
263,Kylian Mbappe Lottin,France,89,91,91,87,92,60,87
264,Danilo Pereira,Portugal,89,73,70,78,85,90,93
265,Jonathan Viera,Spain,89,86,84,90,92,35,75
266,Heung Min Son,Korea Republic,89,93,94,90,92,44,84
267,Leonardo Bonucci,Italy,89,72,62,74,77,91,88
268,Alexandre Lacazette,France,89,90,92,86,93,45,87
269,Arturo Vidal,Chile,89,79,88,87,87,90,89
270,Philipp Lahm,Germany,89,70,62,88,88,89,70
271,Ángel Di María,Argentina,89,89,86,89,91,53,78
272,Isco,Spain,89,77,89,91,92,53,76
273,David Villa,Spain,89,87,93,83,89,40,79
274,Marco Verratti,Italy,89,73,72,91,94,88,80
275,Thiago,Spain,89,78,88,92,94,70,76
276,Romelu Lukaku,Belgium,89,87,92,84,87,46,92
277,Mauro Icardi,Argentina,89,85,92,77,90,35,83
278,Pierre-Emerick Aubame...,Gabon,89,98,89,84,86,43,80
279,Cesc Fàbregas,Spain,89,66,86,93,90,74,77
280,Jérôme Boateng,Germany,89,78,50,72,67,89,84
281,Harry Kane,England,89,78,93,85,89,52,90
282,Paulo Dybala,Argentina,89,91,91,87,94,33,77
283,Gonzalo Higuaín,Argentina,89,80,88,69,83,24,75
284,Eden Hazard,Belgium,89,90,82,83,92,32,65
285,Mats Hummels,Germany,89,66,62,82,80,92,85
286,Dries Mertens,Belgium,89,95,94,91,93,50,70
287,Arjen Robben,Netherlands,89,88,89,87,92,40,70
288,Giorgio Chiellini,Italy,89,75,50,57,63,92,89
289,Toni Kroos,Germany,89,46,83,90,82,74,73
290,Edinson Cavani,Uruguay,89,81,92,82,88,52,87
291,Antoine Griezmann,France,89,87,88,82,89,34,71
292,Diego Costa,Spain,89,80,92,78,87,47,92
293,Marco Reus,Germany,89,91,87,88,89,45,70
294,Diego Godín,Uruguay,89,66,53,70,65,90,84
295,Mats Hummels,Germany,89,66,62,82,80,92,85
296,Paul Pogba,France,89,78,82,86,88,75,88
297,Alexis Sánchez,Chile,89,87,86,83,89,41,81
298,Kevin De Bruyne,Belgium,89,78,85,87,86,42,77
299,Sergio Agüero,Argentina,89,89,88,75,89,23,70
300,Mesut Özil,Germany,89,72,74,86,86,24,58
301,Luka Modrić,Croatia,89,74,75,86,89,72,66
302,Thiago Silva,Brazil,89,74,57,73,73,90,79
303,Sergio Ramos,Spain,89,78,63,70,70,87,83
304,Jordi Alba,Spain,88,95,78,88,90,89,84
305,Mario Balotelli,Italy,88,83,92,84,90,42,89
306,Hakim Ziyech,Morocco,88,80,89,93,90,58,81
307,Mohamed Salah,Egypt,88,97,87,85,92,56,80
308,Riyad Mahrez,Algeria,88,85,88,88,92,40,70
309,Falcao,Colombia,88,77,91,80,90,48,88
310,Nemanja Nikolić,Hungary,88,84,93,80,87,40,88
311,Pepe,Portugal,88,70,50,56,59,88,81
312,Shinzo Koroki,Japan,88,76,93,82,90,43,85
313,Andreas Johansson,Sweden,88,60,70,82,80,91,92
314,Guillaume Hoarau,France,88,62,88,80,80,55,84
315,Esteban Paredes,Chile,88,75,91,87,89,42,86
316,Lucas Biglia,Argentina,88,75,72,90,85,86,88
317,Stefan de Vrij,Netherlands,88,71,50,65,73,91,84
318,Nicolás Tagliafico,Argentina,88,97,55,75,84,85,84
319,Darío Benedetto,Argentina,88,87,90,80,86,45,87
320,Jonathas,Brazil,88,75,90,70,82,40,87
321,Mário Fernandes,Brazil,88,86,70,85,86,87,88
322,Domenico Criscito,Italy,88,84,80,87,86,89,88
323,César Navas,Spain,88,54,50,70,60,93,91
324,Zé Luís,Cape Verde Islands,88,81,89,72,86,37,90
325,Nacho Fernández,Spain,88,80,50,80,76,89,88
326,Kevin-Prince Boateng,Ghana,88,79,85,87,88,72,89
327,Pedro León,Spain,88,67,82,91,86,45,70
328,Nicolás Castillo,Chile,88,71,90,75,85,43,89
329,Hirving Lozano,Mexico,88,99,87,83,89,45,80
330,Felipe,Brazil,88,75,50,60,70,90,90
331,Raúl,Brazil,88,59,70,70,70,90,90
332,Marcano,Spain,88,75,63,72,70,93,90
333,Iuri Medeiros,Portugal,88,89,88,90,92,40,75
334,Alex Telles,Brazil,88,89,72,91,90,86,82
335,Ljubomir Fejsa,Serbia,88,57,70,74,80,90,92
336,Jean Michaël Seri,Ivory Coast,88,84,87,89,90,82,86
337,Bafétimbi Gomis,France,88,71,92,80,86,50,87
338,Blaise Matuidi,France,88,81,78,86,85,89,92
339,Ivan Perišić,Croatia,88,89,90,89,90,55,87
340,Vágner Love,Brazil,88,80,93,75,89,44,88
341,Christian Pulisic,United States,88,94,85,88,89,45,73
342,Marvin Plattenhardt,Germany,88,84,73,90,88,85,87
343,Marco Fabián,Mexico,88,78,90,88,90,47,81
344,Max Kruse,Germany,88,80,94,90,90,50,84
345,Sead Kolašinac,Bosnia Herzegovina,88,86,65,82,84,89,94
346,Kalidou Koulibaly,Senegal,88,80,43,65,80,93,93
347,Youri Tielemans,Belgium,88,66,87,91,89,82,80
348,Łukasz Teodorczyk,Poland,88,84,93,80,83,37,90
349,Eric Botteghin,Brazil,88,43,55,60,60,90,91
350,Jonas,Brazil,88,76,91,86,91,45,75
351,Federico Fazio,Argentina,88,40,55,65,65,90,88
352,Edin Džeko,Bosnia Herzegovina,88,72,91,84,86,45,86
353,Florian Thauvin,France,88,87,91,90,91,52,83
354,James Rodríguez,Colombia,88,77,89,88,87,44,72
355,Ciro Immobile,Italy,88,87,91,77,90,50,87
356,Christian Benteke,Belgium,88,83,91,84,89,47,91
357,Casemiro,Brazil,88,67,86,89,86,90,91
358,Yannick Carrasco,Belgium,88,93,89,86,92,40,73
359,Sokratis,Greece,88,82,65,67,74,91,90
360,Heung Min Son,Korea Republic,88,92,92,87,90,40,80
361,Coutinho,Brazil,88,85,83,90,91,40,72
362,Marek Hamšik,Slovakia,88,79,89,90,90,76,82
363,Filipe Luís,Brazil,88,83,72,87,85,89,88
364,Stephan El Shaarawy,Italy,88,92,88,84,93,47,75
365,Fernando Torres,Spain,88,89,89,78,88,38,80
366,Lorenzo Insigne,Italy,88,94,85,89,93,35,65
367,Arturo Vidal,Chile,88,78,86,83,83,87,87
368,Karim Benzema,France,88,82,87,82,85,26,78
369,Thiago,Spain,88,77,87,90,93,67,73
370,Marco Verratti,Italy,88,72,70,90,93,86,78
371,Radja Nainggolan,Belgium,88,84,88,88,90,89,90
372,Cesc Fàbregas,Spain,88,65,82,92,88,70,73
373,Henrikh Mkhitaryan,Armenia,88,86,86,90,91,67,83
374,Isco,Spain,88,76,87,90,91,50,73
375,Ángel Di María,Argentina,88,88,84,87,90,50,74
376,Alexandre Lacazette,France,88,89,91,85,91,43,85
377,Alexis Sánchez,Chile,88,86,84,79,88,40,78
378,Romelu Lukaku,Belgium,88,86,91,80,85,43,91
379,Paulo Dybala,Argentina,88,90,90,85,93,29,74
380,Harry Kane,England,88,77,92,83,88,50,88
381,Christian Eriksen,Denmark,88,80,87,93,91,52,75
382,Mauro Icardi,Argentina,88,84,91,74,88,33,80
383,Thomas Müller,Germany,88,79,86,81,82,48,74
384,Arturo Vidal,Chile,88,78,85,84,84,87,86
385,Dries Mertens,Belgium,88,94,93,89,92,48,68
386,Pierre-Emerick Aubame...,Gabon,88,97,88,79,85,40,75
387,Diego Costa,Spain,88,79,90,73,85,45,91
388,Mats Hummels,Germany,88,65,60,78,76,90,82
389,Edinson Cavani,Uruguay,88,80,89,77,86,48,84
390,Pierre-Emerick Aubame...,Gabon,88,97,87,81,84,40,76
391,Leonardo Bonucci,Italy,88,71,55,70,72,89,84
392,Arjen Robben,Netherlands,88,87,87,85,91,35,65
393,Thomas Müller,Germany,88,79,86,79,80,48,74
394,Thomas Müller,Germany,88,79,87,80,80,50,75
395,Paul Pogba,France,88,77,80,83,87,72,87
396,Kevin De Bruyne,Belgium,88,77,83,86,84,40,75
397,Toni Kroos,Germany,88,45,80,88,79,69,70
398,Antoine Griezmann,France,88,86,85,78,87,30,67
399,Eden Hazard,Belgium,88,90,81,82,91,32,64
400,Gonzalo Higuaín,Argentina,88,80,87,68,82,24,74
401,Pepe,Portugal,88,70,50,56,59,88,81
402,Giorgio Chiellini,Italy,88,74,46,53,58,90,85
403,Diego Godín,Uruguay,88,65,48,65,63,88,79
404,Iniesta,Spain,88,73,72,87,90,59,60
405,Philipp Lahm,Germany,88,68,56,82,84,86,64
406,Marco Reus,Germany,88,90,85,84,86,40,63
407,Miralem Pjanić,Bosnia Herzegovina,87,76,84,92,90,70,75
408,Timo Werner,Germany,87,97,93,82,91,42,81
409,Thomas Lemar,France,87,89,89,92,91,77,83
410,Emil Forsberg,Sweden,87,83,87,93,92,44,84
411,Marquinhos,Brazil,87,78,46,80,80,91,87
412,Hakim Ziyech,Morocco,87,79,87,91,89,56,78
413,Vincent Aboubakar,Cameroon,87,88,88,84,88,39,90
414,Wayne Rooney,England,87,76,90,87,86,62,91
415,Nabil Fekir,France,87,88,90,87,91,42,86
416,Clint Dempsey,United States,87,76,94,85,89,51,87
417,Lukas Podolski,Germany,87,88,95,87,88,51,84
418,Giovani dos Santos,Mexico,87,92,90,83,92,37,65
419,Diego Valeri,Argentina,87,75,85,90,86,45,75
420,Ignacio Piatti,Argentina,87,84,87,85,90,52,78
421,Miguel Almirón,Paraguay,87,95,88,87,85,67,72
422,Kaká,Brazil,87,75,85,87,85,36,70
423,James Rodríguez,Colombia,87,76,85,85,85,40,68
424,Leonardo Bonucci,Italy,87,70,53,68,69,87,81
425,Chris Smalling,England,87,80,50,60,66,89,89
426,David Villa,Spain,87,78,92,83,90,40,78
427,Léo Matos,Brazil,87,85,83,86,87,78,88
428,Mike Jensen,Denmark,87,87,89,88,89,78,90
429,Vadis Odjidja-Ofoe,Belgium,87,73,82,89,84,76,86
430,Dejan Damjanović,Montenegro,87,81,87,77,83,37,85
431,Ludwig Augustinsson,Sweden,87,88,71,90,86,82,86
432,Konstantin Vassiljev,Estonia,87,68,86,89,84,70,76
433,Miloš Ninković,Serbia,87,80,89,85,84,60,82
434,Mattia Caldara,Italy,87,69,50,55,65,90,88
435,Frank Fabra,Colombia,87,92,60,70,84,81,88
436,Pablo Pérez,Argentina,87,76,71,84,85,78,88
437,Gustavo Bou,Argentina,87,79,87,78,85,38,85
438,Gino Peruzzi,Argentina,87,88,60,75,80,86,84
439,Fernando Belluschi,Argentina,87,75,83,90,87,65,80
440,Cristian Pavón,Argentina,87,92,81,80,87,35,65
441,Ari,Brazil,87,83,85,82,86,41,87
442,Oleg Ivanov,Russia,87,73,81,86,82,71,87
443,Christian Noboa,Ecuador,87,77,84,90,86,82,84
444,Timofey Kalachev,Belarus,87,80,83,89,88,62,80
445,Sergey Ignashevich,Russia,87,38,70,72,60,90,86
446,Fernando,Brazil,87,81,73,80,75,86,88
447,Oribe Peralta,Mexico,87,75,87,81,86,44,85
448,Carlos Izquierdoz,Argentina,87,60,70,60,60,89,90
449,Avilés Hurtado,Colombia,87,92,80,81,87,56,80
450,Guido Pizarro,Argentina,87,62,70,80,75,81,90
451,Tiquinho Soares,Brazil,87,79,85,67,84,37,90
452,Ismael Sosa,Argentina,87,94,82,82,85,56,82
453,Édson Puch,Chile,87,91,75,80,84,42,70
454,Raúl Ruidíaz,Peru,87,89,90,81,88,40,70
455,André Silva,Portugal,87,86,89,77,86,60,90
456,Tiquinho Soares,Brazil,87,79,85,67,84,37,90
457,Moussa Marega,Mali,87,90,88,72,73,43,93
458,Luisão,Brazil,87,39,60,65,60,88,84
459,Victor Nilsson Lindelöf,Sweden,87,69,50,63,70,88,86
460,Pedro Santos,Portugal,87,97,85,83,90,40,63
461,Sebastián Coates,Uruguay,87,63,43,60,65,89,90
462,Vadis Odjidja-Ofoe,Belgium,87,73,82,89,84,76,86
463,Wylan Cyprien,France,87,84,82,86,87,83,88
464,Tiémoué Bakayoko,France,87,75,60,80,83,86,87
465,Javier Hernández,Mexico,87,87,90,78,88,41,75
466,Léo Bonatini,Brazil,87,80,90,75,84,43,82
467,Carlos Eduardo,Brazil,87,70,86,87,86,62,84
468,Miguel Lopes,Portugal,87,80,50,82,85,83,88
469,Jeremain Lens,Netherlands,87,87,85,86,88,40,78
470,Atiba Hutchinson,Canada,87,76,73,85,84,86,87
