,NAME,NATIONALITY,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
195,Alexandr Kerzhakov,Russia,85,85,89,79,79,64,73
196,Landon Donovan,United States,85,89,85,84,84,65,66
197,Miroslav Klose,Germany,85,85,85,67,77,64,93
198,Jamie Carragher,England,85,63,34,56,39,86,87
199,Alex,Brazil,85,72,86,87,90,54,60
200,Danny,Portugal,85,86,86,80,90,62,54
201,Arda Turan,Turkey,85,82,82,88,90,59,53
202,Diego Lugano,Uruguay,85,76,60,52,32,84,93
203,Ezequiel Lavezzi,Argentina,85,91,85,75,92,58,51
204,João Moutinho,Portugal,85,81,83,92,90,76,78
205,Riccardo Montolivo,Italy,85,80,77,89,82,77,68
206,Simão,Portugal,85,82,84,85,91,53,51
207,Darren Bent,England,85,90,87,58,83,67,83
208,Ronaldinho,Brazil,85,78,86,91,95,57,62
209,Alexandre Pato,Brazil,85,90,86,74,90,58,76
210,Maxi Rodríguez,Argentina,85,83,89,87,87,67,63
211,Javier Pastore,Argentina,85,82,88,87,89,64,65
212,Vincent Kompany,Belgium,85,85,67,72,74,89,84
213,Lassana Diarra,France,85,85,63,84,80,81,62
214,Jérémy Toulalan,France,85,78,52,83,80,90,75
215,Gareth Bale,Wales,85,86,86,84,86,77,70
216,Ryan Giggs,Wales,85,73,81,90,89,60,62
217,Fernando Llorente,Spain,85,80,87,70,85,70,92
218,Rafael van der Vaart,Netherlands,85,72,86,89,87,57,58
219,Samir Nasri,France,85,84,83,86,90,67,64
220,Edin Džeko,Bosnia Herzegovina,85,81,84,67,82,62,80
221,David Silva,Spain,85,85,80,81,89,57,59
222,Sergio Ramos,Spain,85,84,62,75,79,82,90
223,Lúcio,Brazil,85,78,65,60,73,83,86
224,Michaël Essien,Ghana,85,81,79,82,80,87,78
225,Xabi Alonso,Spain,85,69,78,89,73,81,70
226,Zlatan Ibrahimović,Sweden,85,80,87,79,90,67,76
227,Walter Samuel,Argentina,85,70,54,62,47,81,85
228,Robin van Persie,Netherlands,85,82,89,81,84,62,64
229,Rio Ferdinand,England,85,72,45,65,60,80,87
230,Nicolas Anelka,France,85,84,83,65,84,65,82
231,Piqué,Spain,85,72,50,74,66,82,83
232,Andrey Arshavin,Russia,85,86,81,83,90,59,54
233,Gonzalo Higuaín,Argentina,85,87,83,71,84,60,74
234,Giorgio Chiellini,Italy,85,80,58,67,40,82,86
235,Bastian Schweinsteiger,Germany,85,69,84,87,84,79,66
236,Kevin Nolan,England,84,70,86,75,75,80,86
237,Andy Carroll,England,84,82,89,66,79,59,91
238,Demba Ba,Senegal,84,86,85,68,82,68,79
239,Mario Balotelli,Italy,84,86,82,67,88,62,72
240,João Moutinho,Portugal,84,80,80,90,88,74,76
241,Mario Mandžukić,Croatia,84,84,84,71,80,60,75
242,Stefan Kießling,Germany,84,82,85,72,80,64,84
243,Juan Manuel Vargas,Peru,84,85,80,86,85,80,66
244,Jefferson Farfán,Peru,84,87,82,80,88,59,62
245,Daniel Van Buyten,Belgium,84,62,57,59,44,87,88
246,Welliton,Brazil,84,86,84,70,76,65,83
247,Liedson,Portugal,84,83,87,75,87,61,78
248,Maxi Rodríguez,Argentina,84,79,87,84,85,67,63
249,Robinho,Brazil,84,90,82,79,95,53,55
250,Diego Lugano,Uruguay,84,76,60,52,32,82,90
251,Torsten Frings,Germany,84,62,75,87,75,86,75
252,Giuseppe Rossi,Italy,84,86,89,79,88,55,60
253,Marcelo,Brazil,84,88,70,88,86,82,75
254,Borja Valero,Spain,84,75,80,90,85,70,59
255,Reyes,Spain,84,85,85,82,87,53,64
256,Mario Götze,Germany,84,85,81,85,90,54,43
257,Óscar Cardozo,Paraguay,84,70,90,80,80,68,80
258,Javi Martinez,Spain,84,70,73,74,74,84,83
259,Emre,Turkey,84,73,77,89,93,75,48
260,Edinson Cavani,Uruguay,84,85,86,65,80,63,82
261,Anatoliy Tymoschuk,Ukraine,84,73,66,80,59,87,84
262,Alexandr Kerzhakov,Russia,84,84,87,75,75,64,70
263,Soldado,Spain,84,82,87,60,83,68,81
264,Mats Hummels,Germany,84,74,58,75,61,85,86
265,Kévin Gameiro,France,84,84,88,80,86,67,69
266,Nenê,Brazil,84,83,85,80,87,56,71
267,Eden Hazard,Belgium,84,88,80,83,86,56,66
268,Christian Maggio,Italy,84,90,77,81,81,78,87
269,Ireneusz Jeleń,Poland,84,87,84,70,74,64,78
270,André-Pierre Gignac,France,84,84,89,78,84,64,76
271,Dirk Kuyt,Netherlands,84,80,86,75,78,72,89
272,Nigel de Jong,Netherlands,84,74,77,77,75,85,84
273,Lopo,Spain,84,77,59,66,50,88,87
274,Leighton Baines,England,84,82,71,87,82,87,82
275,Thomas Müller,Germany,84,87,85,70,86,63,75
276,Anatoliy Tymoschuk,Ukraine,84,73,80,85,69,84,84
277,Lukas Podolski,Germany,84,86,89,69,85,54,65
278,Theo Walcott,England,84,95,84,75,88,61,54
279,Jack Wilshere,England,84,83,79,88,90,58,56
280,Charles N'Zogbia,France,84,86,80,86,91,79,64
281,Balázs Dzsudzsák,Hungary,84,84,86,84,85,59,50
282,Raúl Meireles,Portugal,84,78,86,86,83,78,71
283,Javier Pastore,Argentina,84,80,87,85,87,63,64
284,Alessandro Del Piero,Italy,84,69,88,84,89,62,60
285,Douglas,Brazil,84,75,47,54,59,85,88
286,Francesco Totti,Italy,84,75,88,88,88,64,60
287,Lucas Barrios,Paraguay,84,86,84,73,83,63,83
288,David Luiz,Brazil,84,80,70,75,75,85,85
289,Hernanes,Brazil,84,78,87,87,89,75,64
290,Arturo Vidal,Chile,84,80,77,81,82,80,70
291,Branislav Ivanović,Serbia,84,75,65,80,65,83,89
292,Adil Rami,France,84,78,37,80,60,87,89
293,Mamadou Sakho,France,84,84,45,74,58,86,88
294,Darren Fletcher,Scotland,84,79,80,88,81,82,85
295,Diego,Brazil,84,80,84,88,92,66,56
296,Miloš Krasić,Serbia,84,90,84,80,88,66,72
297,Luka Modrić,Croatia,84,82,80,87,87,68,62
298,Thiago Silva,Brazil,84,86,70,70,75,82,85
299,Mesut Özil,Germany,84,86,77,85,89,55,56
300,Hulk,Brazil,84,88,86,75,87,71,68
301,Mario Gomez,Germany,84,83,83,64,77,65,88
302,Nani,Portugal,84,88,82,82,88,58,48
303,Gareth Bale,Wales,84,86,81,83,85,77,70
304,Edinson Cavani,Uruguay,84,86,88,65,80,63,81
305,Samir Nasri,France,84,82,81,85,88,67,64
306,Sergio Agüero,Argentina,84,87,81,70,91,59,69
307,Dani Alves,Brazil,84,89,76,85,85,80,70
308,Javier Mascherano,Argentina,84,73,62,78,70,85,57
309,Lisandro López,Argentina,84,88,83,71,80,71,82
310,Esteban Cambiasso,Argentina,84,79,73,82,79,80,78
311,Luís Fabiano,Brazil,84,84,82,59,84,63,82
312,Patrice Evra,France,84,90,60,80,82,81,80
313,Juan,Brazil,84,71,43,61,55,77,82
314,Florent Malouda,France,84,83,80,81,86,63,60
315,Rafael van der Vaart,Netherlands,84,71,84,87,84,57,58
316,Ashley Cole,England,84,86,63,81,79,78,73
317,Samuel Eto'o,Cameroon,84,90,83,71,84,65,80
318,Antonio Cassano,Italy,84,76,83,86,91,62,64
319,Michael Ballack,Germany,84,71,82,85,73,82,87
320,Ricardo Carvalho,Portugal,84,70,43,62,49,78,86
321,Alessandro Nesta,Italy,84,76,36,59,60,78,83
322,Pepe,Portugal,84,77,48,62,60,80,85
323,Jesús Navas,Spain,84,90,75,79,88,55,60
324,Kolo Touré,Ivory Coast,84,76,63,60,66,81,86
325,Asamoah Gyan,Ghana,83,83,80,74,80,63,73
326,Yohan Cabaye,France,83,81,77,85,84,86,84
327,Taye Ismaila Taiwo,Nigeria,83,87,80,80,58,84,86
328,Paolo Guerrero,Peru,83,80,83,80,84,57,83
329,Thomas Müller,Germany,83,84,82,70,83,63,73
330,Marco Di Vaio,Italy,83,79,85,66,80,62,73
331,Liedson,Portugal,83,82,84,73,85,61,78
332,Gonzalo Castro,Germany,83,81,72,82,83,72,64
333,Martín Palermo,Argentina,83,75,82,67,75,61,89
334,Michael Dawson,England,83,75,31,60,31,85,86
335,Kevin-Prince Boateng,Ghana,83,83,81,86,85,76,80
336,Kwadwo Asamoah,Ghana,83,86,80,85,83,80,73
337,Papiss Demba Cissé,Senegal,83,82,85,70,85,54,75
338,Marvin Martin,France,83,78,73,88,87,58,50
339,Renato Augusto,Brazil,83,82,83,83,86,54,55
340,Alexis Sánchez,Chile,83,87,80,75,90,60,61
341,Roger Johnson,England,83,72,29,66,50,87,88
342,Capdevila,Spain,83,85,75,83,79,79,84
343,Fábio Coentrão,Portugal,83,88,75,83,84,81,75
344,Lopo,Spain,83,75,59,66,40,86,84
345,Jack Wilshere,England,83,79,75,82,88,58,56
346,Andrés D'Alessandro,Argentina,83,80,76,88,90,55,52
347,Walter Montillo,Argentina,83,85,82,88,91,60,62
348,Charles N'Zogbia,France,83,86,80,84,89,77,62
349,Mario Mandžukić,Croatia,83,82,82,69,78,60,73
350,Cani,Spain,83,86,75,77,85,61,60
351,Clint Dempsey,United States,83,83,82,86,86,63,85
352,Clarence Seedorf,Netherlands,83,72,87,88,88,69,61
353,Danijel Pranjić,Croatia,83,84,73,89,82,77,72
354,Borja Valero,Spain,83,73,80,89,83,70,59
355,Christian Maggio,Italy,83,90,77,75,76,78,82
356,Vincent Kompany,Belgium,83,85,67,72,69,85,75
357,Leighton Baines,England,83,80,71,85,80,83,72
358,Santi Cazorla,Spain,83,85,78,84,86,58,63
359,Dejan Stanković,Serbia,83,74,86,83,80,75,72
360,Alessandro Del Piero,Italy,83,69,87,83,87,62,60
361,Kévin Gameiro,France,83,82,85,80,84,62,64
362,Gervinho,Ivory Coast,83,86,82,80,87,65,74
363,Benoît Pedretti,France,83,78,83,85,80,80,72
364,Jean II Makoun,Cameroon,83,84,62,84,79,80,76
365,Fabio Quagliarella,Italy,83,80,90,76,79,63,70
366,Tim Cahill,Australia,83,75,82,82,80,81,95
367,Sami Khedira,Germany,83,78,76,84,82,86,86
368,Moussa Sow,France,83,81,86,72,82,60,78
369,David Navarro,Spain,83,72,70,62,55,82,86
370,Tranquillo Barnetta,Switzerland,83,85,76,82,87,68,54
371,Phil Jagielka,England,83,74,52,80,55,85,84
372,Loïc Remy,France,83,86,86,75,86,58,84
373,Benedikt Höwedes,Germany,83,75,35,63,55,84,89
374,Kenwyne Jones,Trinidad & Tobago,83,84,77,62,83,66,86
375,Joaquín,Spain,83,85,83,78,89,53,54
376,Seydou Doumbia,Ivory Coast,83,92,84,54,86,61,68
377,Keisuke Honda,Japan,83,83,87,85,87,72,74
378,Alberto Junior Rodríguez,Peru,83,80,46,61,58,84,86
379,Ledley King,England,83,76,32,50,52,85,89
380,Arne Friedrich,Germany,83,80,50,70,65,83,84
381,Gary Cahill,England,83,79,69,54,60,88,87
382,Scott Parker,England,83,80,80,88,83,80,74
383,Thierry Henry,France,83,86,86,82,89,57,64
384,Federico Balzaretti,Italy,83,86,60,80,84,88,75
385,Kenny Miller,Scotland,83,88,83,71,86,56,58
386,Thiago Motta,Brazil,83,76,72,88,88,88,78
387,Milivoje Novakovič,Slovenia,83,80,86,65,75,59,84
388,Neven Subotic,Serbia,83,80,62,73,60,87,90
389,Gökhan Inler,Switzerland,83,83,83,87,86,83,74
390,Andrea Ranocchia,Italy,83,77,39,70,62,86,89
391,Chinedum Onuoha,England,83,83,75,59,75,84,81
392,Mathieu Bodmer,France,83,77,79,86,82,82,87
393,Christopher Samba,Congo,83,80,47,61,58,89,91
394,James Collins,Wales,83,70,50,61,56,84,86
395,Nuri Sahin,Turkey,83,75,77,86,87,73,58
396,Nenê,Brazil,83,80,86,80,87,56,71
397,Hulk,Brazil,83,86,83,75,86,71,68
398,Mesut Özil,Germany,83,85,75,82,87,55,56
399,Mario Gomez,Germany,83,82,78,64,76,65,86
400,Alex,Brazil,83,67,71,56,60,80,88
401,Antonio Di Natale,Italy,83,85,84,80,86,61,64
402,Zvjezdan Misimović,Bosnia Herzegovina,83,67,79,85,83,61,58
403,Per Mertesacker,Germany,83,61,40,55,38,81,84
404,Daniele De Rossi,Italy,83,76,77,84,77,80,84
405,Fabrizio Miccoli,Italy,83,87,85,76,88,61,56
406,Emmanuel Adebayor,Togo,83,82,79,68,82,65,86
407,Mamadou Niang,Senegal,83,82,82,70,86,62,82
408,Ronaldinho,Brazil,83,75,83,87,93,57,62
409,Yaya Touré,Ivory Coast,83,73,70,76,78,83,80
410,Miroslav Klose,Germany,83,82,78,63,77,64,92
411,Pablo Aimar,Argentina,83,82,76,85,87,58,65
412,Landon Donovan,United States,83,88,79,80,80,65,66
413,Frédéric Kanouté,Mali,83,75,79,68,82,64,84
414,Marek Hamšik,Slovakia,83,82,81,81,83,69,75
415,Luis Antonio Valencia,Ecuador,83,87,77,73,86,70,62
416,Karim Benzema,France,83,88,80,66,85,59,76
417,Miloš Krasić,Serbia,83,89,81,76,87,66,72
418,Raúl Albiol,Spain,83,72,54,66,68,79,82
419,Jérémy Toulalan,France,83,73,52,80,73,82,72
420,Luis Suárez,Uruguay,83,79,84,73,86,69,69
421,Thiago Silva,Brazil,83,85,65,62,71,80,84
422,Thomas Vermaelen,Belgium,83,76,66,69,59,79,86
423,Yoann Gourcuff,France,83,78,81,82,87,72,73
424,Ashley Young,England,83,91,76,76,86,49,44
425,Nani,Portugal,83,86,78,79,87,58,48
426,Alexandre Pato,Brazil,83,90,81,66,88,58,76
427,Walter Montillo,Argentina,82,83,81,85,86,60,62
428,Ivan Perisic,Croatia,82,77,86,78,80,60,73
429,Mauricio Isla,Chile,82,82,68,83,83,85,67
430,Ryan Shawcross,England,82,75,40,63,52,84,85
431,Stefano Mauri,Italy,82,77,81,86,82,68,72
432,Neven Subotic,Serbia,82,77,62,71,60,85,88
433,Rodrigo Palacio,Argentina,82,84,82,83,85,58,68
434,John Heitinga,Netherlands,82,76,70,80,64,82,82
435,Bobby Zamora,England,82,79,87,67,79,67,84
436,Robert Huth,Germany,82,74,55,58,40,85,89
437,Didier Ya Konan,Ivory Coast,82,87,85,73,88,57,64
438,Marco Reus,Germany,82,84,80,82,89,59,65
439,Bruno,Spain,82,75,63,81,76,85,63
440,Humberto Suazo,Chile,82,81,88,73,86,59,65
441,Somen Tchoyi,Cameroon,82,82,83,78,85,71,74
442,Jordan Henderson,England,82,83,80,82,82,62,76
443,Paolo Cannavaro,Italy,82,75,50,70,73,85,86
444,Gökhan Inler,Switzerland,82,79,78,83,82,79,74
445,Simone Pepe,Italy,82,87,73,85,84,69,66
446,Giovani dos Santos,Mexico,82,87,82,76,87,55,54
447,Diego Castro,Spain,82,86,81,72,87,58,64
448,Roger Johnson,England,82,70,29,62,42,84,85
449,Domenico Criscito,Italy,82,82,63,79,79,81,74
450,Ignazio Abate,Italy,82,93,67,82,84,80,72
451,Rolando,Portugal,82,71,53,66,64,83,87
452,Georginio Wijnaldum,Netherlands,82,83,80,72,88,57,73
453,Mevlüt Erdinç,Turkey,82,80,82,72,82,65,76
454,André Ayew,Ghana,82,84,82,83,85,62,66
455,Clément Chantôme,France,82,77,56,84,79,86,83
456,César Delgado,Argentina,82,87,81,81,84,60,70
457,Ludovic Obraniak,Poland,82,77,86,84,82,59,48
458,Mamadou Sakho,France,82,82,45,70,50,82,84
459,Nelson Haedo Valdez,Paraguay,82,83,83,75,83,65,87
460,Stiliyan Petrov,Bulgaria,82,77,78,85,83,81,73
461,Álvaro Pereira,Uruguay,82,83,66,83,87,87,73
462,Gary Cahill,England,82,77,69,54,60,85,87
463,Igor Semshov,Russia,82,77,83,85,85,75,64
464,Kléber,Brazil,82,80,83,76,89,72,68
465,William Kvist,Denmark,82,74,70,86,74,80,69
466,Mauro Zárate,Argentina,82,89,79,79,90,56,60
467,Rio Antonio Mavuba,France,82,80,65,86,77,82,73
468,Roman Pavlyuchenko,Russia,82,77,84,67,80,62,84
469,Adel Taarabt,Morocco,82,82,85,85,90,54,52
470,Andrea Ranocchia,Italy,82,72,39,62,62,83,87
471,Fred,Brazil,82,78,83,70,76,59,84
472,Martín Cáceres,Uruguay,82,78,56,73,68,81,81
473,Hugo Almeida,Portugal,82,70,86,54,77,65,84
474,Fábio Coentrão,Portugal,82,85,73,80,83,78,73
475,Alessandro Gamberini,Italy,82,80,42,60,65,82,85
476,Jan Vertonghen,Belgium,82,78,70,79,76,87,84
477,Benoît Trémoulinas,France,82,87,64,84,80,85,66
478,Liam Ridgewell,England,82,68,50,60,36,83,87
479,Jeremain Lens,Netherlands,82,87,86,80,84,58,62
