,NAME,NATIONALITY,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
95,Steven Gerrard,England,88,70,90,92,81,80,88
96,Robin van Persie,Netherlands,88,74,90,82,83,33,68
97,Bastian Schweinsteiger,Germany,88,61,81,85,82,78,80
98,Christian Eriksen,Denmark,88,86,87,92,90,51,60
99,Marco Reus,Germany,88,93,90,88,89,35,68
100,Arturo Vidal,Chile,88,82,86,87,88,88,90
101,Falcao,Colombia,88,77,86,64,81,40,73
102,Ángel Di María,Argentina,88,92,86,90,92,61,76
103,Nicolás Otamendi,Argentina,88,78,67,72,73,95,92
104,Ivan Rakitić,Croatia,88,73,89,97,90,70,80
105,Naldo,Brazil,88,80,67,74,65,94,89
106,Edinson Cavani,Uruguay,88,81,93,75,86,45,89
107,Mesut Özil,Germany,88,77,80,93,92,35,65
108,Ezequiel Garay,Argentina,88,56,61,73,69,92,85
109,Claudio Marchisio,Italy,88,84,81,85,88,80,84
110,Nemanja Matić,Serbia,88,72,75,83,80,88,92
111,Yaya Touré,Ivory Coast,88,78,88,85,84,84,93
112,Alexis Sánchez,Chile,88,91,91,84,94,47,75
113,Robert Lewandowski,Poland,88,82,87,76,88,41,81
114,Jérôme Boateng,Germany,88,81,56,73,74,90,87
115,Gareth Bale,Wales,88,95,86,86,87,65,83
116,Carlos Tévez,Argentina,88,89,92,83,91,55,89
117,Gonzalo Higuaín,Argentina,88,84,92,71,85,33,79
118,Thiago Silva,Brazil,88,79,59,74,73,92,84
119,Mats Hummels,Germany,88,68,62,80,76,93,85
120,Wayne Rooney,England,88,78,93,85,87,47,90
121,Thomas Müller,Germany,88,83,91,89,84,50,77
122,Diego Costa,Spain,88,85,90,69,84,44,90
123,Sergio Agüero,Argentina,88,90,91,79,91,30,69
124,Neymar,Brazil,88,92,84,75,94,32,60
125,Sergio Ramos,Spain,88,80,61,72,67,91,85
126,Philipp Lahm,Germany,88,77,61,87,84,89,69
127,David Silva,Spain,88,77,79,89,91,35,58
128,Falcao,Colombia,88,77,86,64,81,40,73
129,Bastian Schweinsteiger,Germany,88,61,81,85,82,78,80
130,Franck Ribéry,France,88,89,78,85,92,29,62
131,Eden Hazard,Belgium,88,89,82,84,91,32,64
132,Robin van Persie,Netherlands,88,74,90,82,83,33,68
133,Diego Godín,Uruguay,87,70,52,70,65,95,89
134,Wesley Sneijder,Netherlands,87,78,90,93,89,55,72
135,David Villa,Spain,87,80,95,83,90,40,75
136,Roman Eremenko,Finland,87,85,89,92,92,70,85
137,Javier Pastore,Argentina,87,77,88,90,91,55,75
138,Dimitri Payet,France,87,86,90,92,91,55,78
139,Radja Nainggolan,Belgium,87,89,85,86,88,85,88
140,Parejo,Spain,87,70,84,94,88,65,78
141,Gonzalo Castro,Germany,87,82,80,90,86,82,80
142,Ricardo Rodriguez,Switzerland,87,84,70,85,86,89,85
143,Kevin De Bruyne,Belgium,87,83,91,92,90,52,77
144,Marcelo,Brazil,87,86,72,83,89,84,85
145,Marco Verratti,Italy,87,76,60,87,91,80,74
146,Jackson Martínez,Colombia,87,86,87,70,84,48,89
147,Edinson Cavani,Uruguay,87,80,90,72,82,43,85
148,Arturo Vidal,Chile,87,81,81,85,85,86,87
149,Jérôme Boateng,Germany,87,80,55,71,72,87,84
150,Mario Götze,Germany,87,81,80,85,91,40,65
151,Alexis Sánchez,Chile,87,90,90,82,92,45,72
152,Diego Costa,Spain,87,84,87,65,82,41,89
153,Sergio Agüero,Argentina,87,89,87,78,89,29,68
154,Neymar,Brazil,87,90,82,73,93,30,59
155,Yaya Touré,Ivory Coast,87,77,85,83,81,82,91
156,Karim Benzema,France,87,86,89,78,86,36,79
157,Mesut Özil,Germany,87,76,77,89,89,30,60
158,Wayne Rooney,England,87,77,91,83,85,45,88
159,Gonzalo Higuaín,Argentina,87,83,91,70,84,32,76
160,Mats Hummels,Germany,87,67,60,77,73,91,82
161,Thomas Müller,Germany,87,82,88,84,82,48,75
162,Carlos Tévez,Argentina,87,88,90,81,90,52,88
163,James Rodríguez,Colombia,87,81,84,86,87,43,73
164,Ángel Di María,Argentina,87,91,81,86,89,59,73
165,Philipp Lahm,Germany,87,76,56,84,83,87,67
166,Gareth Bale,Wales,87,94,83,83,84,63,81
167,Sergio Ramos,Spain,87,79,60,71,66,87,82
168,Thiago Silva,Brazil,87,78,57,72,72,90,80
169,David Silva,Spain,87,76,77,86,89,33,57
170,Luka Modrić,Croatia,87,76,74,85,89,71,70
171,Robert Lewandowski,Poland,87,81,84,74,85,39,78
172,Pedro,Spain,86,87,85,87,93,42,67
173,Blaise Matuidi,France,86,81,74,85,83,90,88
174,Ángel Di María,Argentina,86,90,79,83,87,57,71
175,Hulk,Brazil,86,85,96,86,89,52,94
176,Robbie Keane,Republic of Ireland,86,77,93,86,91,40,80
177,Kaká,Brazil,86,80,82,87,85,38,65
178,Jonatan Soriano,Spain,86,75,95,90,89,45,80
179,Jonas,Brazil,86,82,90,85,91,40,75
180,Memphis Depay,Netherlands,86,98,88,84,92,40,84
181,Nicolas Nkoulou,Cameroon,86,87,50,75,77,90,87
182,Loïc Perrin,France,86,77,70,77,75,92,86
183,Kamil Glik,Poland,86,60,40,60,55,94,91
184,Leonardo Bonucci,Italy,86,77,60,77,75,93,90
185,Pierre-Emerick Aubame...,Gabon,86,99,90,85,88,50,80
186,Azpilicueta,Spain,86,86,61,80,77,88,83
187,Harry Kane,England,86,83,92,80,86,48,85
188,Ivan Rakitić,Croatia,86,72,86,94,87,65,75
189,John Terry,England,86,44,54,64,58,91,88
190,Juan Mata,Spain,86,75,80,86,89,32,62
191,Kevin De Bruyne,Belgium,86,82,89,89,88,49,75
192,Antoine Griezmann,France,86,89,91,80,89,35,74
193,Isco,Spain,86,79,83,90,91,39,67
194,Paul Pogba,France,86,79,85,84,89,78,91
195,Christian Eriksen,Denmark,86,84,82,88,87,49,58
196,Alexis Sánchez,Chile,86,89,87,79,91,42,70
197,Diego Costa,Spain,86,83,85,64,80,40,88
198,Jérôme Boateng,Germany,86,79,50,68,70,84,82
199,Mario Götze,Germany,86,80,76,83,90,36,63
200,Sergio Busquets,Spain,86,57,61,81,76,84,82
201,Wesley Sneijder,Netherlands,86,77,87,90,87,53,68
202,Santi Cazorla,Spain,86,76,83,90,91,38,65
203,Diego Godín,Uruguay,86,69,50,66,63,92,86
204,Arturo Vidal,Chile,86,80,79,83,83,84,85
205,Toni Kroos,Germany,86,59,83,92,86,59,70
206,Karim Benzema,France,86,85,87,77,84,32,77
207,Carlos Tévez,Argentina,86,87,88,79,89,49,86
208,Vincent Kompany,Belgium,86,73,56,69,67,87,81
209,Xavi,Spain,86,66,72,91,85,60,58
210,Yaya Touré,Ivory Coast,86,76,82,81,79,80,90
211,Wayne Rooney,England,86,76,87,82,83,44,87
212,Sergio Agüero,Argentina,86,88,86,77,88,28,66
213,Ángel Di María,Argentina,86,90,79,83,87,57,71
214,Marco Reus,Germany,86,91,86,84,86,33,65
215,Thomas Müller,Germany,86,81,84,82,80,46,72
216,Mesut Özil,Germany,86,75,74,86,87,27,58
217,Mats Hummels,Germany,86,66,59,75,71,88,78
218,Neymar,Brazil,86,90,80,72,92,30,58
219,James Rodríguez,Colombia,86,80,80,84,85,40,72
220,Edinson Cavani,Uruguay,86,79,85,70,80,41,82
221,Arda Turan,Turkey,85,78,76,86,89,65,75
222,Miralem Pjanić,Bosnia Herzegovina,85,74,82,90,89,67,72
223,Pedro,Spain,85,86,83,84,90,40,65
224,Arturo Vidal,Chile,85,79,78,80,81,81,83
225,Obafemi Martins,Nigeria,85,98,88,73,85,40,77
226,Michael Bradley,United States,85,73,72,85,82,80,90
227,Frank Lampard,England,85,50,89,87,81,70,80
228,Sebastian Giovinco,Italy,85,98,85,92,95,37,63
229,Carlos Tévez,Argentina,85,86,86,78,87,46,84
230,İlkay Gündoğan,Germany,85,82,73,88,89,70,73
231,Dani Alves,Brazil,85,88,73,87,86,84,74
232,Nicolás Otamendi,Argentina,85,74,64,68,70,93,90
233,Daniel Sturridge,England,85,91,85,72,86,31,74
234,Alex Teixeira,Brazil,85,85,82,87,90,76,65
235,Georginio Wijnaldum,Netherlands,85,89,84,80,92,70,82
236,Luuk de Jong,Netherlands,85,72,94,82,82,55,87
237,Maxwell,Brazil,85,80,75,86,85,85,80
238,Gonzalo Rodríguez,Argentina,85,72,55,70,70,88,85
239,Vitolo,Spain,85,84,85,88,90,35,80
240,Patrick Herrmann,Germany,85,98,82,83,90,40,70
241,Hulk,Brazil,85,84,95,84,87,50,91
242,Shinji Kagawa,Japan,85,84,82,87,91,40,55
243,Tiago,Portugal,85,67,71,84,78,74,83
244,Maxime Gonalons,France,85,71,64,77,78,86,89
245,Morgan Schneiderlin,France,85,72,68,76,77,84,87
246,Demba Ba,Senegal,85,82,87,70,82,50,84
247,Alexandre Lacazette,France,85,91,89,79,89,47,84
248,John Terry,England,85,43,52,61,56,89,86
249,Marek Hamšik,Slovakia,85,76,85,86,85,61,74
250,Blaise Matuidi,France,85,80,71,81,80,88,86
251,Edin Džeko,Bosnia Herzegovina,85,73,89,73,82,40,77
252,Piqué,Spain,85,67,55,72,62,89,80
253,Andrea Pirlo,Italy,85,44,73,93,84,57,63
254,Isco,Spain,85,78,81,86,89,36,65
255,Antoine Griezmann,France,85,88,89,79,88,32,71
256,Kevin De Bruyne,Belgium,85,81,87,88,87,48,74
257,Paul Pogba,France,85,78,83,82,87,76,90
258,Christian Eriksen,Denmark,85,83,77,87,85,48,57
259,Cesc Fàbregas,Spain,85,69,80,90,82,64,65
260,Xabi Alonso,Spain,85,56,73,87,70,79,72
261,Alexis Sánchez,Chile,85,88,85,77,88,39,68
262,Ivan Rakitić,Croatia,85,71,85,92,84,61,72
263,Oscar,Brazil,85,82,78,83,87,44,46
264,Santi Cazorla,Spain,85,75,81,87,89,32,62
265,Mehdi Benatia,Morocco,85,76,46,55,65,92,87
266,Klaas-Jan Huntelaar,Netherlands,85,69,89,68,74,33,76
267,Gonzalo Higuaín,Argentina,85,82,88,69,82,31,74
268,Wesley Sneijder,Netherlands,85,76,85,89,86,49,65
269,Diego Godín,Uruguay,85,68,49,64,62,89,81
270,Giorgio Chiellini,Italy,85,77,52,57,57,89,89
271,Arturo Vidal,Chile,85,79,78,80,81,81,83
272,Toni Kroos,Germany,85,58,81,89,84,58,69
273,Diego Costa,Spain,85,82,83,63,79,40,88
274,Mario Götze,Germany,85,80,74,82,89,35,63
275,Carlos Tévez,Argentina,85,86,86,78,87,46,84
276,Karim Benzema,France,85,84,84,75,82,30,74
277,Juan Mata,Spain,85,74,75,84,87,31,60
278,Jérôme Boateng,Germany,85,77,50,66,69,83,82
279,Sergio Busquets,Spain,85,56,59,78,75,81,80
280,Javi Martinez,Spain,85,53,61,72,68,84,85
281,Clint Dempsey,United States,84,76,89,82,88,50,83
282,Arda Turan,Turkey,84,77,74,83,86,61,72
283,Quaresma,Portugal,84,88,86,88,92,33,70
284,Seydou Doumbia,Ivory Coast,84,96,86,70,86,40,75
285,Javier Mascherano,Argentina,84,70,61,72,72,88,84
286,Sami Khedira,Germany,84,56,69,74,65,83,86
287,Andrea Pirlo,Italy,84,43,69,91,82,55,59
288,Aurélien Chedjou,Cameroon,84,75,65,70,70,86,88
289,Alessandro Florenzi,Italy,84,84,81,77,83,74,80
290,Mauro Icardi,Argentina,84,87,92,70,85,42,82
291,Grzegorz Krychowiak,Poland,84,65,62,77,65,85,92
292,Yannick Bolasie,DR Congo,84,93,81,80,92,43,89
293,Jordan Henderson,England,84,80,74,84,81,76,83
294,Nolito,Spain,84,84,83,80,88,43,72
295,Nicolás Otamendi,Argentina,84,73,62,65,67,90,87
296,Dani Alves,Brazil,84,87,71,84,84,80,70
297,Dries Mertens,Belgium,84,90,83,86,90,40,58
298,Mario Gomez,Germany,84,77,88,64,75,35,83
299,Hulk,Brazil,84,83,91,81,83,45,88
300,João Moutinho,Portugal,84,75,77,87,85,73,74
301,Aaron Ramsey,Wales,84,72,80,83,82,74,79
302,Jérémy Toulalan,France,84,54,52,79,73,83,85
303,John Terry,England,84,42,51,58,53,88,83
304,Antonio Candreva,Italy,84,86,83,83,87,60,76
305,Alexandre Lacazette,France,84,90,88,76,88,43,79
306,Antoine Griezmann,France,84,87,85,78,86,31,70
307,Carlos Vela,Mexico,84,88,83,77,88,33,69
308,Kevin De Bruyne,Belgium,84,80,85,85,85,45,71
309,Shinji Kagawa,Japan,84,83,79,82,89,36,52
310,Paul Pogba,France,84,77,79,80,85,73,88
311,Christian Eriksen,Denmark,84,82,74,84,83,47,56
312,Isco,Spain,84,77,77,84,87,33,63
313,Nemanja Vidić,Serbia,84,53,41,57,52,87,86
314,Pedro,Spain,84,85,80,81,86,38,62
315,Miralem Pjanić,Bosnia Herzegovina,84,73,79,87,86,65,69
316,Blaise Matuidi,France,84,79,68,79,78,86,84
317,Marek Hamšik,Slovakia,84,75,82,84,84,59,72
318,Edin Džeko,Bosnia Herzegovina,84,72,86,71,80,37,74
319,Ivan Rakitić,Croatia,84,70,84,89,82,58,70
320,Miranda,Brazil,84,77,50,58,58,86,82
321,Mehdi Benatia,Morocco,84,75,45,54,64,88,84
322,Oscar,Brazil,84,81,75,80,85,43,44
323,Alexis Sánchez,Chile,84,88,82,75,87,39,66
324,Samir Nasri,France,84,78,76,84,86,39,60
325,Santi Cazorla,Spain,84,73,78,85,87,31,61
326,Gonzalo Higuaín,Argentina,84,81,84,68,80,30,71
327,Daniele De Rossi,Italy,84,69,71,79,75,82,84
328,Wesley Sneijder,Netherlands,84,75,80,87,84,48,63
329,Diego Godín,Uruguay,84,67,48,62,60,86,78
330,Sami Khedira,Germany,84,56,69,74,65,83,86
331,Piqué,Spain,84,66,54,69,60,86,76
332,Arda Turan,Turkey,84,77,74,83,86,61,72
333,Klaas-Jan Huntelaar,Netherlands,84,68,85,64,72,32,73
334,Cesc Fàbregas,Spain,84,68,79,88,81,64,63
335,Xabi Alonso,Spain,84,55,71,86,68,78,72
336,Andrea Pirlo,Italy,84,43,69,91,82,55,59
337,Giorgio Chiellini,Italy,84,76,50,55,56,87,86
338,Kevin De Bruyne,Belgium,83,79,81,83,83,42,70
339,Ricardo Rodriguez,Switzerland,83,79,67,83,83,87,83
340,Nani,Portugal,83,86,84,83,89,30,67
341,Juan Cuadrado,Colombia,83,93,77,76,87,57,71
342,Pedro,Spain,83,84,76,78,84,37,60
343,Edin Džeko,Bosnia Herzegovina,83,71,84,69,78,36,71
344,Fernandinho,Brazil,83,79,77,85,84,75,77
345,Steven Gerrard,England,83,64,85,88,77,72,83
346,Clint Dempsey,United States,83,75,86,80,86,47,80
347,Mario Mandžukić,Croatia,83,75,82,61,75,43,87
348,Miranda,Brazil,83,76,49,56,57,84,79
349,Alejandro Domínguez,Argentina,83,76,86,85,87,40,70
350,Nabil Fékir,France,83,89,81,80,87,40,80
351,Jack Wilshere,England,83,78,76,87,88,66,81
352,André Schürrle,Germany,83,90,87,83,87,42,71
353,Thiago Neves,Brazil,83,82,83,84,82,40,70
354,Alexander Meier,Germany,83,67,89,82,79,60,81
355,Karim Bellarabi,Germany,83,94,78,77,87,40,68
356,Stefan de Vrij,Netherlands,83,71,50,67,71,85,82
357,Neven Subotić,Serbia,83,72,60,61,58,86,82
358,Diego,Brazil,83,76,76,88,87,41,66
359,Hernanes,Brazil,83,72,84,85,87,65,75
360,Ezequiel Lavezzi,Argentina,83,88,82,77,87,34,75
361,David Alaba,Austria,83,87,74,83,83,83,75
362,David Luiz,Brazil,83,78,68,74,73,83,81
363,Salomón Rondón,Venezuela,83,83,89,62,80,39,86
364,Coutinho,Brazil,83,83,78,85,90,38,54
365,Naldo,Brazil,83,75,61,67,59,90,83
366,Nicolás Otamendi,Argentina,83,72,58,62,65,88,84
367,Alexandre Lacazette,France,83,89,86,73,87,42,77
368,Dušan Tadić,Serbia,83,76,74,88,84,39,69
369,Antoine Griezmann,France,83,86,80,76,84,30,69
370,Pablo Zabaleta,Argentina,83,75,52,76,76,84,83
371,Nemanja Matić,Serbia,83,68,70,77,75,82,87
372,Lucas,Brazil,83,93,74,78,87,45,65
373,Carlos Vela,Mexico,83,87,79,76,85,31,66
374,Kevin De Bruyne,Belgium,83,79,81,83,83,42,70
375,Shinji Kagawa,Japan,83,82,76,79,88,34,51
376,Dries Mertens,Belgium,83,89,80,84,89,38,55
377,Mario Gomez,Germany,83,76,86,62,72,32,81
378,Juan Cuadrado,Colombia,83,93,77,76,87,57,71
379,Nicolás Gaitán,Argentina,83,85,75,84,88,45,60
380,Leighton Baines,England,83,78,75,86,78,83,76
381,Łukasz Piszczek,Poland,83,82,68,77,76,83,84
382,Negredo,Spain,83,74,83,68,77,35,82
383,Blaise Matuidi,France,83,78,67,76,76,84,82
384,João Moutinho,Portugal,83,74,75,83,82,71,72
385,Jérémy Toulalan,France,83,53,50,77,71,79,82
386,Jefferson Farfán,Peru,83,87,77,80,84,37,76
387,İlkay Gündoğan,Germany,83,80,70,83,86,67,70
388,Daniel Sturridge,England,83,89,82,69,81,29,70
389,Edin Džeko,Bosnia Herzegovina,83,71,84,69,78,36,71
390,Jesús Navas,Spain,83,91,71,78,84,29,53
391,Christian Eriksen,Denmark,83,81,72,83,83,47,55
392,Aaron Ramsey,Wales,83,71,78,79,80,70,77
393,Per Mertesacker,Germany,83,34,41,57,48,87,76
394,John Terry,England,83,41,47,56,52,84,80
395,Ezequiel Garay,Argentina,83,52,57,68,64,86,78
396,Paul Pogba,France,83,76,78,79,83,73,88
397,Juan Cuadrado,Colombia,83,93,77,76,87,57,71
398,Miralem Pjanić,Bosnia Herzegovina,83,72,75,85,84,63,66
399,Antonio Candreva,Italy,83,85,79,82,84,57,74
400,Claudio Marchisio,Italy,83,79,76,81,83,74,79
401,Marek Hamšik,Slovakia,83,74,78,82,82,58,71
402,Andrea Barzagli,Italy,83,75,36,58,59,86,79
403,Nemanja Vidić,Serbia,83,52,39,55,51,84,83
404,Hulk,Brazil,83,82,87,79,81,43,86
405,Isco,Spain,83,76,76,82,86,32,62
406,Pedro,Spain,83,84,76,78,84,37,60
407,Mario Mandžukić,Croatia,83,75,82,61,75,43,87
408,Ivan Rakitić,Croatia,83,69,82,87,81,55,67
409,Miranda,Brazil,83,76,49,56,57,84,79
410,Dani Alves,Brazil,83,86,70,79,83,76,68
411,Javier Mascherano,Argentina,83,69,59,70,69,84,80
412,Pepe,Portugal,83,73,50,58,59,84,83
413,Jordi Alba,Spain,82,93,71,77,83,82,80
414,Ashley Williams,Wales,82,73,47,65,67,91,90
415,Didier Drogba,Ivory Coast,82,68,88,77,78,40,80
416,Mario Balotelli,Italy,82,82,82,68,81,30,79
417,Jakub Błaszczykowski,Poland,82,87,74,79,83,58,72
418,Dante,Brazil,82,64,56,72,71,83,76
419,Hernanes,Brazil,82,71,81,83,84,63,73
420,André Ayew,Ghana,82,84,87,84,87,67,85
421,Soldado,Spain,82,77,84,74,80,45,77
422,Robbie Keane,Republic of Ireland,82,73,90,84,88,37,77
423,Henrikh Mkhitaryan,Armenia,82,87,79,80,88,56,75
424,Romelu Lukaku,Belgium,82,86,88,70,80,35,86
425,André-Pierre Gignac,France,82,75,90,75,81,37,80
426,Mario Gomez,Germany,82,75,82,60,70,30,79
427,Stevan Jovetić,Montenegro,82,79,83,79,83,38,72
428,Filipe Luís,Brazil,82,82,62,76,78,81,77
429,Mathieu Valbuena,France,82,87,76,85,86,35,51
430,Jackson Martínez,Colombia,82,82,81,66,78,43,85
431,Ronaldinho,Brazil,82,55,75,89,90,30,64
432,Nani,Portugal,82,85,79,80,86,28,65
433,Steven Gerrard,England,82,63,83,85,75,70,81
434,David Villa,Spain,82,75,90,78,86,36,70
435,Andrés Guardado,Mexico,82,86,72,80,85,84,75
436,Marquinhos,Brazil,82,85,40,60,70,88,75
437,Rubén Castro,Spain,82,86,92,70,87,40,70
438,Adrian Mierzejewski,Poland,82,85,82,85,83,45,75
439,Zlatko Junuzović,Austria,82,84,80,84,85,72,80
440,Roman Eremenko,Finland,82,80,84,88,87,63,80
441,Carlos Bacca,Colombia,82,82,86,65,83,35,73
442,Theo Walcott,England,82,97,82,78,84,35,67
443,Caner Erkin,Turkey,82,87,77,83,83,77,82
444,Dimitri Payet,France,82,81,85,86,86,50,71
445,Raffael,Brazil,82,78,88,79,89,46,72
446,Clint Dempsey,United States,82,74,83,77,84,45,77
447,Javier Hernández,Mexico,82,87,83,66,79,33,66
448,Thiago,Spain,82,73,75,83,89,60,68
449,Quaresma,Portugal,82,86,82,84,89,31,68
450,José Callejón,Spain,82,91,85,77,86,31,67
451,Christian Benteke,Belgium,82,82,87,68,79,37,90
452,Phil Jagielka,England,82,70,53,63,59,87,86
453,Ricardo Rodriguez,Switzerland,82,78,65,79,80,84,80
454,Xherdan Shaqiri,Switzerland,82,90,84,86,90,61,77
455,Danny Welbeck,England,82,88,86,76,88,42,83
456,Salomón Rondón,Venezuela,82,82,86,60,78,36,84
457,Martin Škrtel,Slovakia,82,64,39,51,56,86,86
458,Radja Nainggolan,Belgium,82,83,79,80,83,79,82
459,Parejo,Spain,82,63,78,89,83,60,72
460,Naldo,Brazil,82,74,60,64,58,87,79
461,Nicolás Otamendi,Argentina,82,71,57,60,64,85,81
462,Laurent Koscielny,France,82,82,40,63,65,84,77
463,Alexandre Lacazette,France,82,88,83,72,85,40,75
464,Stevan Jovetić,Montenegro,82,79,83,79,83,38,72
465,Nani,Portugal,82,85,79,80,86,28,65
466,Dušan Tadić,Serbia,82,75,71,82,82,36,67
467,André Schürrle,Germany,82,89,84,80,85,40,68
468,Coutinho,Brazil,82,82,73,83,89,35,51
469,Wilfried Bony,Ivory Coast,82,74,85,61,76,41,88
470,Seydou Doumbia,Ivory Coast,82,93,82,68,82,38,73
471,Miroslav Klose,Germany,82,72,81,67,75,35,67
472,Felipe Melo,Brazil,82,77,74,79,77,82,87
473,Gaël Clichy,France,82,87,49,79,80,85,71
474,Sofiane Feghouli,Algeria,82,86,77,78,88,42,65
475,Samuel Eto'o,Cameroon,82,77,85,73,84,38,75
